"Match","Date","Tournament","Radiant","Dire","Winner","Round","Game","Time","Score"
"1433344368","04/29/15","Canada Cup 5","LvT","NoT","DIRE","UB Quarterfinals","2","46.30","23 - 42"
"1433307245","04/29/15","jD MLG Americas Qualifiers 2","SumsRift","ROOT 2","RADIANT","UB Semifinals","1","30.77","25 - 23"
"1433283068","04/29/15","Canada Cup 5","NoT","LvT","DIRE","UB Quarterfinals","1","47.32","31 - 38"
"1433131067","04/29/15","DreamLeague 3 Main Qualifier 4","HR","Chappa","RADIANT","Quarterfinals","3","47.30","47 - 38"
"1433054894","04/29/15","DreamLeague 3 Main Qualifier 4","Chappa","HR","DIRE","Quarterfinals","2","37.62","18 - 48"
"1432955308","04/29/15","DreamLeague 3 Main Qualifier 4","HR","Chappa","DIRE","Quarterfinals","1","38.12","18 - 29"
"1432951468","04/29/15","jD MLG EU Qualifiers 2","VP 2","Hao","RADIANT","","","33.10","30 - 24"
"1432842552","04/29/15","jD MLG EU Qualifiers 2","Hao","VP 2","DIRE","","","31.72","16 - 34"
"1432763759","04/29/15","DreamLeague 3 Main Qualifier 4","mouz 2","aSpera 2","RADIANT","Quarterfinals","2","28.45","25 - 9"
"1432640860","04/29/15","Esportal Invitational 4","4ASC","BU","RADIANT","Quarterfinals","2","42.80","41 - 23"
"1432615523","04/29/15","DreamLeague 3 Main Qualifier 4","aSpera 2","mouz 2","DIRE","Quarterfinals","1","40.62","18 - 25"
"1432491229","04/29/15","Esportal Invitational 4","BU","4ASC","DIRE","Quarterfinals","1","49.13","23 - 36"
"1432475562","04/29/15","i-League Season 3 China Qualifiers","CDEC","iG","RADIANT","Group Stage","2","34.38","32 - 4"
"1432309220","04/29/15","i-League Season 3 China Qualifiers","iG","CDEC","RADIANT","Group Stage","1","47.77","34 - 23"
"1432122608","04/29/15","i-League Season 3 China Qualifiers","Newbee.M","iG","RADIANT","Group Stage","2","56.85","52 - 42"
"1432120246","04/29/15","WCA 2015 China Qualifiers Prelims","VG","Nb","RADIANT","Group Stage","3","29.20","33 - 20"
"1431996178","04/29/15","WCA 2015 China Qualifiers Prelims","Nb","VG","DIRE","Group Stage","2","30.33","17 - 25"
"1431935004","04/29/15","i-League Season 3 China Qualifiers","iG","Newbee.M","RADIANT","Group Stage","1","44.15","34 - 22"
"1431862578","04/29/15","WCA 2015 China Qualifiers Prelims","Nb","VG","RADIANT","Group Stage","1","47.30","47 - 41"
"1431490503","04/28/15","Red Bull Battle Grounds Americas Qualifiers","SumsRift","ROOT 2","RADIANT","Finals","3","30.08","38 - 4"
"1431408043","04/28/15","Red Bull Battle Grounds Americas Qualifiers","ROOT 2","SumsRift","RADIANT","Finals","2","39.60","25 - 13"
"1431277007","04/28/15","Red Bull Battle Grounds Americas Qualifiers","SumsRift","ROOT 2","RADIANT","Finals","1","85.88","39 - 34"
"1431211668","04/28/15","Red Bull Battle Grounds Americas Qualifiers","NoT","SumsRift","DIRE","LB Finals","1","38.70","20 - 41"
"1431140490","04/28/15","Red Bull Battle Grounds Americas Qualifiers","NoT","mouz 2","RADIANT","LB Semifinals","1","49.88","34 - 24"
"1431095491","04/28/15","Canada Cup 5","Wh","Archon","DIRE","UB Quarterfinals","2","36.65","17 - 24"
"1431084063","04/28/15","Red Bull Battle Grounds Americas Qualifiers","ROOT 2","SumsRift","RADIANT","UB Finals","1","51.03","38 - 24"
"1431047359","04/28/15","Canada Cup 5","Archon","Wh","RADIANT","UB Quarterfinals","1","38.27","31 - 13"
"1431025698","04/28/15","Red Bull Battle Grounds Americas Qualifiers","NoT","SumsRift","DIRE","UB Semifinals","1","54.57","39 - 39"
"1430943544","04/28/15","DreamLeague 3 Main Qualifier 4","Vega","HoG.","RADIANT","Quarterfinals","3","29.48","25 - 7"
"1430910494","04/28/15","Red Bull Battle Grounds Americas Qualifiers","mouz 2","ROOT 2","DIRE","UB Semifinals","1","46.27","12 - 32"
"1430869868","04/28/15","DreamLeague 3 Main Qualifier 4","Vega","HoG.","DIRE","Quarterfinals","2","44.35","27 - 38"
"1430857330","04/28/15","Dota Pit League 3","Alliance","NiP 2","DIRE","LB Round of 16","3","53.30","10 - 26"
"1430838758","04/28/15","jD MLG EU Qualifiers 2","LC","Hao","DIRE","","","45.58","31 - 38"
"1430805805","04/28/15","DreamLeague 3 Main Qualifier 4","HoG.","Vega","DIRE","Quarterfinals","1","33.18","18 - 31"
"1430772436","04/28/15","jD MLG EU Qualifiers 2","Hao","LC","RADIANT","","","32.15","40 - 27"
"1430744424","04/28/15","Dota Pit League 3","NiP 2","Alliance","RADIANT","LB Round of 16","2","65.10","49 - 38"
"1430687983","04/28/15","Razer Think Fast Cup 2 Qualifiers","hehe united","dSc","RADIANT","","","17.45","27 - 5"
"1430687782","04/28/15","DreamLeague 3 Main Qualifier 4","YeS","CL","RADIANT","Quarterfinals","2","16.85","16 - 8"
"1430662168","04/28/15","Dota Pit League 3","Alliance","NiP 2","RADIANT","LB Round of 16","1","28.60","28 - 15"
"1430459502","04/28/15","jD MLG EU Qualifiers 2","HoG.","BU","RADIANT","","","38.53","45 - 16"
"1430447158","04/28/15","DreamLeague 3 Main Qualifier 4","YeS","CL","RADIANT","Quarterfinals","1","84.70","70 - 81"
"1430443316","04/28/15","Esportal Invitational 4","Vega","BBC","RADIANT","Quarterfinals","2","42.65","34 - 28"
"1430344095","04/28/15","jD MLG EU Qualifiers 2","BU","HoG.","DIRE","","","34.02","18 - 33"
"1430324983","04/28/15","Esportal Invitational 4","BBC","Vega","DIRE","Quarterfinals","1","30.65","22 - 31"
"1430261987","04/28/15","i-League Season 3 China Qualifiers","Nb","TongFu.WZ","RADIANT","Group Stage","2","46.18","47 - 24"
"1430045419","04/28/15","i-League Season 3 China Qualifiers","TongFu.WZ","Nb","DIRE","Group Stage","1","47.05","15 - 38"
"1429873841","04/28/15","i-League Season 3 China Qualifiers","EHOME","Bheart","RADIANT","Group Stage","2","39.23","34 - 12"
"1429849101","04/28/15","WCA 2015 China Qualifiers Prelims","VG.P","EP","RADIANT","Group Stage","2","35.90","40 - 17"
"1429747349","04/28/15","i-League Season 3 China Qualifiers","Bheart","EHOME","DIRE","Group Stage","1","43.27","14 - 37"
"1429678823","04/28/15","WCA 2015 China Qualifiers Prelims","VG.P","EP","RADIANT","Group Stage","1","53.83","39 - 26"
"1429003571","04/27/15","Canada Cup 5","SumsRift","EHUG","RADIANT","UB Quarterfinals","2","43.90","37 - 23"
"1428947245","04/27/15","Canada Cup 5","EHUG","SumsRift","DIRE","UB Quarterfinals","1","49.35","28 - 32"
"1428890918","04/27/15","jD MLG Americas Qualifiers 2","Wh","NoT","DIRE","LB Round of 16","3","43.43","22 - 32"
"1428858706","04/27/15","jD MLG Americas Qualifiers 2","NoT","Wh","RADIANT","LB Round of 16","2","26.73","20 - 16"
"1428829505","04/27/15","jD MLG Americas Qualifiers 2","Wh","NoT","RADIANT","LB Round of 16","1","20.78","23 - 7"
"1428650533","04/27/15","jD MLG EU Qualifiers 2","Vega","NiP 2","DIRE","","","48.55","41 - 38"
"1428585807","04/27/15","Razer Think Fast Cup 2 Qualifiers","HoG.","GOOMBA","RADIANT","","","28.78","47 - 15"
"1428576999","04/27/15","jD MLG EU Qualifiers 2","NiP 2","Vega","DIRE","","","29.78","9 - 25"
"1428448509","04/27/15","Razer Think Fast Cup 2 Qualifiers","GOOMBA","HoG.","RADIANT","","","62.85","39 - 41"
"1428331257","04/27/15","Razer Think Fast Cup 2 Qualifiers","HoG.","GOOMBA","RADIANT","","","44.32","40 - 19"
"1428033974","04/27/15","i-League Season 3 China Qualifiers","DG","TongFu","DIRE","Group Stage","2","32.60","20 - 29"
"1427915998","04/27/15","i-League Season 3 China Qualifiers","TongFu","DG","RADIANT","Group Stage","1","23.52","25 - 10"
"1427764234","04/27/15","i-League Season 3 China Qualifiers","Newbee.Y","TongFu","RADIANT","Group Stage","2","48.97","30 - 23"
"1427638489","04/27/15","i-League Season 3 China Qualifiers","TongFu","Newbee.Y","DIRE","Group Stage","1","25.55","15 - 26"
"1426853477","04/26/15","Canada Cup 5","NoT","EHUG","RADIANT","Tiebreaker","1","33.58","19 - 32"
"1426841055","04/26/15","jD MLG Americas Qualifiers 2","Wh","SumsRift","DIRE","UB Quarterfinals","3","26.18","12 - 35"
"1426808450","04/26/15","Canada Cup 5","NoT","coL 2","RADIANT","Tiebreaker","1","39.55","51 - 34"
"1426794517","04/26/15","jD MLG Americas Qualifiers 2","Wh","SumsRift","RADIANT","UB Quarterfinals","2","49.87","33 - 22"
"1426756068","04/26/15","jD MLG Americas Qualifiers 2","SumsRift","Wh","RADIANT","UB Quarterfinals","1","30.92","26 - 14"
"1426746167","04/26/15","Canada Cup 5","EHUG","coL 2","RADIANT","Tiebreaker","1","48.73","30 - 18"
"1426449443","04/26/15","jD MLG EU Qualifiers 2","M5","4ASC","DIRE","","","37.55","11 - 25"
"1426347128","04/26/15","jD MLG EU Qualifiers 2","4ASC","M5","RADIANT","","","45.42","33 - 13"
"1426245161","04/26/15","i-League Season 3 China Qualifiers","EHOME","CDEC","RADIANT","Group Stage","2","25.83","26 - 4"
"1426147704","04/26/15","StarSeries 12 Finals","iG","VG","DIRE","Finals","3","30.85","8 - 31"
"1426111162","04/26/15","i-League Season 3 China Qualifiers","CDEC","EHOME","RADIANT","Group Stage","1","46.23","24 - 12"
"1425968281","04/26/15","StarSeries 12 Finals","iG","VG","RADIANT","Finals","2","44.97","52 - 22"
"1425906542","04/26/15","i-League Season 3 China Qualifiers","EP","VG.P","DIRE","Group Stage","2","41.82","31 - 23"
"1425815594","04/26/15","StarSeries 12 Finals","VG","iG","RADIANT","Finals","1","25.58","29 - 7"
"1425764302","04/26/15","i-League Season 3 China Qualifiers","VG.P","EP","DIRE","Group Stage","1","46.18","24 - 25"
"1425568385","04/26/15","StarSeries 12 Finals","iG","C9","RADIANT","LB Finals","3","29.15","24 - 7"
"1425552979","04/26/15","i-League Season 3 China Qualifiers","Team HGT","DK","RADIANT","Group Stage","2","50.73","38 - 41"
"1425467444","04/26/15","StarSeries 12 Finals","C9","iG","DIRE","LB Finals","2","32.07","33 - 34"
"1425426426","04/26/15","i-League Season 3 China Qualifiers","DK","Team HGT","DIRE","Group Stage","1","37.57","9 - 31"
"1425234714","04/26/15","i-League Season 3 China Qualifiers","Newbee.Y","DG","RADIANT","Group Stage","2","67.10","36 - 38"
"1425181918","04/26/15","StarSeries 12 Finals","C9","iG","RADIANT","LB Finals","1","35.35","31 - 14"
"1425121520","04/26/15","i-League Season 3 China Qualifiers","DG","Newbee.Y","RADIANT","Group Stage","1","29.00","29 - 10"
"1424431843","04/25/15","jD MLG Americas Qualifiers 2","NoT","ROOT 2","DIRE","UB Quarterfinals","2","30.68","17 - 36"
"1424367067","04/25/15","jD MLG Americas Qualifiers 2","ROOT 2","NoT","RADIANT","UB Quarterfinals","1","43.98","33 - 27"
"1424090189","04/25/15","StarSeries 12 Finals","VG","iG","RADIANT","UB Finals","3","19.35","25 - 5"
"1424063315","04/25/15","StarSeries 12 Finals","C9","mouz 2","RADIANT","LB Semifinals","2","26.47","24 - 5"
"1423997941","04/25/15","StarSeries 12 Finals","VG","iG","DIRE","UB Finals","2","29.38","10 - 38"
"1423940847","04/25/15","StarSeries 12 Finals","C9","mouz 2","RADIANT","LB Semifinals","1","43.12","39 - 30"
"1423911149","04/25/15","jD MLG EU Qualifiers 2","Vega","aSpera 2","RADIANT","","","23.58","20 - 7"
"1423858816","04/25/15","StarSeries 12 Finals","iG","VG","DIRE","UB Finals","1","39.70","27 - 31"
"1423858708","04/25/15","Razer Think Fast Cup 2 Qualifiers","Basically","SFZ","DIRE","","","32.03","9 - 28"
"1423778566","04/25/15","jD MLG EU Qualifiers 2","aSpera 2","Vega","DIRE","","","21.48","11 - 17"
"1423692107","04/25/15","StarSeries 12 Finals","Fnatic.MY","mouz 2","DIRE","LB Quarterfinals","3","47.85","11 - 39"
"1423598408","04/25/15","Razer Think Fast Cup 2 Qualifiers","M5","LD","DIRE","","","80.83","34 - 50"
"1423570663","04/25/15","StarSeries 12 Finals","Alliance","C9","DIRE","LB Quarterfinals","2","33.55","13 - 21"
"1423493592","04/25/15","StarSeries 12 Finals","mouz 2","Fnatic.MY","RADIANT","LB Quarterfinals","2","52.18","37 - 30"
"1423467148","04/25/15","i-League Season 3 China Qualifiers","Nb","Team HGT","RADIANT","Group Stage","2","45.73","31 - 23"
"1423329678","04/25/15","StarSeries 12 Finals","Alliance","C9","DIRE","LB Quarterfinals","1","63.37","20 - 22"
"1423328513","04/25/15","StarSeries 12 Finals","Fnatic.MY","mouz 2","RADIANT","LB Quarterfinals","1","35.62","24 - 19"
"1423307034","04/25/15","Razer Think Fast Cup 2 Qualifiers","Basically","hehe united","RADIANT","","","40.55","34 - 13"
"1423288554","04/25/15","i-League Season 3 China Qualifiers","Team HGT","Nb","RADIANT","Group Stage","1","25.48","27 - 11"
"1423101409","04/25/15","Mineski PGL 7","IAP","Mineski","RADIANT","","","43.13","42 - 9"
"1423088014","04/25/15","i-League Season 3 China Qualifiers","CDEC","VG.P","DIRE","Group Stage","2","47.48","16 - 25"
"1423036681","04/25/15","StarSeries 12 Finals","C9","VG","DIRE","UB Semifinals","2","42.73","37 - 37"
"1423009257","04/25/15","StarSeries 12 Finals","iG","Fnatic.MY","RADIANT","UB Semifinals","2","49.38","25 - 17"
"1422956302","04/25/15","i-League Season 3 China Qualifiers","VG.P","CDEC","RADIANT","Group Stage","1","25.75","23 - 3"
"1422932764","04/25/15","Mineski PGL 7","Mineski","IAP","RADIANT","","","27.20","28 - 14"
"1422859350","04/25/15","StarSeries 12 Finals","VG","C9","RADIANT","UB Semifinals","1","46.17","37 - 18"
"1422859329","04/25/15","StarSeries 12 Finals","iG","Fnatic.MY","RADIANT","UB Semifinals","1","29.62","34 - 7"
"1422820053","04/25/15","i-League Season 3 China Qualifiers","Newbee.Y","DK","RADIANT","Group Stage","2","19.63","19 - 6"
"1422808174","04/25/15","Mineski PGL 7","IAP","Mineski","RADIANT","","","27.65","27 - 17"
"1422794585","04/25/15","jD MLG SEA Qualifiers 2","5eva","Invasion 3","DIRE","Quarterfinals","3","47.00","20 - 40"
"1422704165","04/25/15","i-League Season 3 China Qualifiers","DK","Newbee.Y","DIRE","Group Stage","1","31.30","16 - 21"
"1422637545","04/25/15","Mineski PGL 7","Mineski","IAP","RADIANT","","","43.57","42 - 17"
"1422582331","04/25/15","jD MLG SEA Qualifiers 2","Invasion 3","5eva","DIRE","Quarterfinals","2","73.82","56 - 49"
"1422574112","04/25/15","i-League Season 3 China Qualifiers","VG.P","Bheart","RADIANT","Group Stage","2","19.78","23 - 10"
"1422527977","04/25/15","StarSeries 12 Finals","Alliance","Secret","RADIANT","LB Round of 16","2","47.15","36 - 27"
"1422459761","04/25/15","i-League Season 3 China Qualifiers","Bheart","VG.P","DIRE","Group Stage","1","39.32","11 - 38"
"1422453851","04/25/15","Mineski PGL 7","IAP","Mineski","RADIANT","","","38.03","40 - 30"
"1422409247","04/25/15","jD MLG SEA Qualifiers 2","5eva","Invasion 3","DIRE","Quarterfinals","1","45.47","21 - 27"
"1422406844","04/25/15","StarSeries 12 Finals","Alliance","Secret","RADIANT","LB Round of 16","1","29.40","22 - 7"
"1421894049","04/24/15","Canada Cup 5","GOONS","TOP5","DIRE","Group Stage","1","73.83","41 - 46"
"1421799203","04/24/15","Canada Cup 5","VB","GOONS","DIRE","Group Stage","1","61.10","39 - 50"
"1421729416","04/24/15","Canada Cup 5","TOP5","VB","DIRE","Group Stage","1","57.60","23 - 32"
"1421626675","04/24/15","jD MLG Americas Qualifiers 2","VB","paiN","RADIANT","LB Round of 16","3","34.87","29 - 12"
"1421566154","04/24/15","jD MLG Americas Qualifiers 2","paiN","VB","RADIANT","LB Round of 16","2","37.32","32 - 16"
"1421506101","04/24/15","jD MLG Americas Qualifiers 2","VB","paiN","RADIANT","LB Round of 16","1","29.60","34 - 10"
"1421421139","04/24/15","StarSeries 12 Finals","Alliance","iG","DIRE","UB Quarterfinals","2","28.65","5 - 30"
"1421280530","04/24/15","StarSeries 12 Finals","iG","Alliance","RADIANT","UB Quarterfinals","1","48.37","29 - 11"
"1421007628","04/24/15","StarSeries 12 Finals","Fnatic.MY","Secret","RADIANT","UB Quarterfinals","3","35.32","28 - 11"
"1420832492","04/24/15","StarSeries 12 Finals","LC","mouz 2","DIRE","LB Round of 16","2","35.23","13 - 36"
"1420816727","04/24/15","StarSeries 12 Finals","Secret","Fnatic.MY","RADIANT","UB Quarterfinals","2","44.28","30 - 26"
"1420738843","04/24/15","i-League Season 3 China Qualifiers","Newbee.Y","TongFu.WZ","RADIANT","Group Stage","2","32.10","30 - 17"
"1420633610","04/24/15","StarSeries 12 Finals","mouz 2","LC","RADIANT","LB Round of 16","1","48.92","35 - 22"
"1420622700","04/24/15","StarSeries 12 Finals","Fnatic.MY","Secret","RADIANT","UB Quarterfinals","1","45.67","44 - 14"
"1420537882","04/24/15","i-League Season 3 China Qualifiers","TongFu.WZ","Newbee.Y","DIRE","Group Stage","1","40.93","23 - 27"
"1420410135","04/24/15","i-League Season 3 China Qualifiers","EHOME","Newbee.M","RADIANT","Group Stage","2","23.28","26 - 11"
"1420367758","04/24/15","StarSeries 12 Finals","C9","mouz 2","RADIANT","UB Quarterfinals","2","34.17","41 - 10"
"1420344404","04/24/15","i-League Season 3 China Qualifiers","Newbee.M","EHOME","DIRE","Group Stage","1","17.05","4 - 17"
"1420243583","04/24/15","StarSeries 12 Finals","LC","VG","DIRE","UB Quarterfinals","2","30.45","20 - 40"
"1420142374","04/24/15","StarSeries 12 Finals","VG","LC","RADIANT","UB Quarterfinals","1","27.10","25 - 10"
"1420140358","04/24/15","StarSeries 12 Finals","mouz 2","C9","DIRE","UB Quarterfinals","1","96.50","46 - 52"
"1419961819","04/24/15","WCA 2015 China Qualifiers Prelims","Team HGT","EHOME","RADIANT","Group Stage","2","44.00","33 - 18"
"1419852322","04/23/15","WCA 2015 China Qualifiers Prelims","EHOME","Team HGT","DIRE","Group Stage","1","54.77","21 - 37"
"1419623378","04/23/15","Canada Cup 5","GOONS","Archon","DIRE","Group Stage","1","72.77","34 - 62"
"1419553348","04/23/15","Canada Cup 5","TOP5","Archon","RADIANT","Group Stage","1","32.85","18 - 15"
"1419473361","04/23/15","Canada Cup 5","Archon","VB","RADIANT","Group Stage","1","24.48","26 - 4"
"1419264784","04/23/15","Hitbox European Championship 2","Vega","4ASC","RADIANT","Finals","4","41.50","35 - 22"
"1419215025","04/23/15","Razer Think Fast Cup 2 Qualifiers","HoG.","BD  3","RADIANT","","","29.53","28 - 17"
"1419176877","04/23/15","Hitbox European Championship 2","4ASC","Vega","RADIANT","Finals","3","42.07","27 - 12"
"1419111727","04/23/15","Hitbox European Championship 2","Vega","4ASC","RADIANT","Finals","2","20.42","18 - 6"
"1418986539","04/23/15","Hitbox European Championship 2","4ASC","Vega","DIRE","Finals","1","55.92","39 - 48"
"1418765287","04/23/15","Hitbox European Championship 2","SFZ","Vega","DIRE","Semifinals","2","49.55","32 - 44"
"1418624315","04/23/15","Hitbox European Championship 2","Vega","SFZ","RADIANT","Semifinals","1","39.92","36 - 31"
"1418583549","04/23/15","i-League Season 3 China Qualifiers","Old boys","CDEC","DIRE","Group Stage","2","30.22","11 - 38"
"1418430420","04/23/15","i-League Season 3 China Qualifiers","CDEC","Old boys","RADIANT","Group Stage","1","33.02","32 - 10"
"1418329585","04/23/15","i-League Season 3 China Qualifiers","Old boys","EP","RADIANT","Group Stage","2","20.07","23 - 9"
"1418325262","04/23/15","WCA 2015 China Qualifiers Prelims","TongFu","Newbee.Y","DIRE","Group Stage","3","39.93","35 - 40"
"1418219782","04/23/15","WCA 2015 China Qualifiers Prelims","TongFu","Newbee.Y","DIRE","Group Stage","2","29.83","16 - 30"
"1418166996","04/23/15","i-League Season 3 China Qualifiers","EP","Old boys","RADIANT","Group Stage","1","43.00","37 - 13"
"1418107418","04/23/15","WCA 2015 China Qualifiers Prelims","TongFu","Newbee.Y","RADIANT","Group Stage","1","39.25","35 - 19"
"1417862744","04/23/15","WCA 2015 China Qualifiers Prelims","TB 2","Bheart","DIRE","Group Stage","3","60.28","46 - 37"
"1417753388","04/22/15","WCA 2015 China Qualifiers Prelims","Bheart","TB 2","DIRE","Group Stage","2","54.78","26 - 21"
"1417699279","04/22/15","WCA 2015 China Qualifiers Prelims","TB 2","Bheart","DIRE","Group Stage","1","27.55","7 - 29"
"1417366207","04/22/15","jD MLG Americas Qualifiers 2","Archon","paiN","RADIANT","UB Quarterfinals","2","63.20","45 - 40"
"1417355607","04/22/15","Canada Cup 5","rbd","coL 2","DIRE","Group Stage","1","32.82","12 - 25"
"1417336664","04/22/15","jD MLG Americas Qualifiers 2","paiN","Archon","DIRE","UB Quarterfinals","1","27.27","16 - 26"
"1417303696","04/22/15","Canada Cup 5","coL 2","EHUG","DIRE","Group Stage","1","39.90","17 - 28"
"1417226959","04/22/15","Canada Cup 5","EHUG","rbd","RADIANT","Group Stage","1","36.83","22 - 17"
"1417166475","04/22/15","D2CL 5 EU Qualifiers","NiP 2","BBC","RADIANT","LB Finals","2","54.13","29 - 29"
"1417115037","04/22/15","D2CL 5 EU Qualifiers","BBC","NiP 2","DIRE","LB Finals","1","29.85","14 - 24"
"1417100246","04/22/15","DreamLeague 3 Main Qualifier 3","Basically","CL","RADIANT","Finals","3","37.33","49 - 22"
"1417022717","04/22/15","Hitbox European Championship 2","4ASC","BU","RADIANT","Semifinals","3","33.85","27 - 11"
"1416985168","04/22/15","DreamLeague 3 Main Qualifier 3","Basically","CL","DIRE","Finals","2","33.68","29 - 34"
"1416964093","04/22/15","D2CL 5 EU Qualifiers","Empire","NiP 2","RADIANT","UB Finals","5","42.85","36 - 25"
"1416963822","04/22/15","Razer Think Fast Cup 2 Qualifiers","BD  3","GOOMBA","DIRE","","","34.87","19 - 29"
"1416942077","04/22/15","Hitbox European Championship 2","BU","4ASC","RADIANT","Semifinals","2","33.42","26 - 13"
"1416850207","04/22/15","D2CL 5 EU Qualifiers","NiP 2","Empire","RADIANT","UB Finals","4","47.70","44 - 33"
"1416832143","04/22/15","Hitbox European Championship 2","4ASC","BU","RADIANT","Semifinals","1","43.77","17 - 14"
"1416827993","04/22/15","DreamLeague 3 Main Qualifier 3","Basically","CL","RADIANT","Finals","1","26.92","19 - 18"
"1416708143","04/22/15","D2CL 5 EU Qualifiers","Empire","NiP 2","DIRE","UB Finals","3","56.10","35 - 53"
"1416640981","04/22/15","jD MLG SEA Qualifiers 2","SiG.Tr","MVP HOT6","DIRE","Quarterfinals","3","60.73","34 - 39"
"1416584247","04/22/15","D2CL 5 EU Qualifiers","Empire","NiP 2","RADIANT","UB Finals","2","38.83","29 - 27"
"1416564199","04/22/15","ESL One Frankfurt 2015 China Qualifiers","iG","Nb","RADIANT","Finals","2","37.88","23 - 8"
"1416479963","04/22/15","i-League Season 3 China Qualifiers","DG","TongFu.WZ","DIRE","Group Stage","2","28.73","6 - 15"
"1416460227","04/22/15","jD MLG SEA Qualifiers 2","MVP HOT6","SiG.Tr","RADIANT","Quarterfinals","2","52.98","38 - 35"
"1416444675","04/22/15","D2CL 5 EU Qualifiers","NiP 2","Empire","DIRE","UB Finals","1","34.60","7 - 25"
"1416377444","04/22/15","ESL One Frankfurt 2015 China Qualifiers","Nb","iG","DIRE","Finals","1","53.55","19 - 34"
"1416304467","04/22/15","jD MLG SEA Qualifiers 2","SiG.Tr","MVP HOT6","RADIANT","Quarterfinals","1","37.85","30 - 24"
"1416297396","04/22/15","Hitbox European Championship 2","Power Rangers","Vega","DIRE","Quarterfinals","1","41.08","21 - 35"
"1416291061","04/22/15","i-League Season 3 China Qualifiers","TongFu.WZ","DG","RADIANT","Group Stage","1","39.22","33 - 20"
"1416136211","04/22/15","WCA 2015 China Qualifiers Prelims","iG","DG","RADIANT","Group Stage","2","27.05","13 - 7"
"1416126834","04/22/15","i-League Season 3 China Qualifiers","Old boys","Newbee.M","DIRE","Group Stage","2","42.48","19 - 39"
"1416058820","04/22/15","jD MLG SEA Qualifiers 2","MVP Phoenix","Cant Say","RADIANT","Quarterfinals","2","31.80","34 - 16"
"1416040754","04/22/15","i-League Season 3 China Qualifiers","Newbee.M","Old boys","DIRE","Group Stage","1","29.35","7 - 26"
"1415979060","04/22/15","WCA 2015 China Qualifiers Prelims","DG","iG","DIRE","Group Stage","1","39.42","13 - 24"
