"Match","Date","Tournament","Radiant","Dire","Winner","Round","Game","Time","Score"
"2002513156","12/14/15","Uprise Champions Cup Special","SVW","FF","DIRE","","","34.75","15 - 28"
"2002341541","12/14/15","Uprise Champions Cup Special","FF","SVW","RADIANT","","","44.02","40 - 33"
"2002216444","12/14/15","Dota Pit League Season 4","MVP Phoenix","First Departure","RADIANT","","","33.47","44 - 15"
"2002061565","12/14/15","Dota Pit League Season 4","First Departure","MVP Phoenix","DIRE","","","41.82","29 - 41"
"2001143037","12/13/15","The Summit 4","VP 2","EG","DIRE","Finals","5","50.78","24 - 52"
"2001089587","12/13/15","The Summit 4","EG","VP 2","RADIANT","Finals","4","39.35","41 - 20"
"2001053343","12/13/15","ProDotA Cup Americas","Unknown","Unknown","DIRE","","","18.90","7 - 33"
"2001032297","12/13/15","The Summit 4","EG","VP 2","RADIANT","Finals","3","39.88","36 - 13"
"2001016086","12/13/15","ProDotA Cup Americas","Unknown","Unknown","RADIANT","","","16.93","28 - 1"
"2000987764","12/13/15","The Summit 4","EG","VP 2","DIRE","Finals","2","24.08","20 - 28"
"2000929436","12/13/15","ProDotA Cup Europe","PRIES 2","Hfz","RADIANT","","","39.93","37 - 18"
"2000926804","12/13/15","The Summit 4","EG","VP 2","DIRE","Finals","1","32.82","14 - 23"
"2000854304","12/13/15","ProDotA Cup Europe","Unknown","PRIES 2","DIRE","","","32.88","18 - 41"
"2000762142","12/13/15","The Summit 4","VP 2","VG","RADIANT","LB Finals","2","25.35","25 - 11"
"2000678327","12/13/15","The Summit 4","VP 2","VG","RADIANT","LB Finals","1","23.07","29 - 6"
"2000663986","12/13/15","ProDotA Cup Europe","PRIES 2","ABX","RADIANT","","","32.92","43 - 19"
"2000560574","12/13/15","ProDotA Cup Europe","ABX","PRIES 2","DIRE","","","30.78","17 - 36"
"1999803950","12/13/15","Radiant Dire Cup 2015 Qualifiers","IB","CDEC.Y 2","DIRE","","","37.38","8 - 33"
"1999679691","12/13/15","Radiant Dire Cup 2015 Qualifiers","CDEC.Y 2","IB","RADIANT","","","33.48","19 - 18"
"1999336017","12/13/15","Radiant Dire Cup 2015 Qualifiers","iG.V","CDEC.Y 2","RADIANT","","","27.45","22 - 6"
"1999173165","12/12/15","Radiant Dire Cup 2015 Qualifiers","CDEC.Y 2","iG.V","DIRE","","","48.23","25 - 42"
"1998715126","12/12/15","The Summit 4","VP 2","OG","RADIANT","LB Semifinals","2","31.83","36 - 9"
"1998652203","12/12/15","The Summit 4","VP 2","OG","RADIANT","LB Semifinals","1","36.20","33 - 4"
"1998547629","12/12/15","The Summit 4","OG","EHOME","RADIANT","LB Quarterfinals","3","32.27","27 - 11"
"1998496853","12/12/15","The Summit 4","EHOME","OG","RADIANT","LB Quarterfinals","2","23.02","33 - 9"
"1998424806","12/12/15","The Summit 4","EHOME","OG","DIRE","LB Quarterfinals","1","27.22","19 - 20"
"1998416839","12/12/15","ProDota 2 National Cup","Unknown","TR  3","DIRE","","","30.07","11 - 35"
"1998333110","12/12/15","ProDota 2 National Cup","TR  3","Unknown","DIRE","","","35.55","36 - 43"
"1998318531","12/12/15","The Summit 4","Liquid","VP 2","DIRE","LB Quarterfinals","3","27.75","17 - 25"
"1998262128","12/12/15","ProDota 2 National Cup","Unknown","TR  3","DIRE","","","22.28","3 - 14"
"1998201818","12/12/15","The Summit 4","VP 2","Liquid","DIRE","LB Quarterfinals","2","38.75","25 - 40"
"1998032937","12/12/15","The Summit 4","Liquid","VP 2","DIRE","LB Quarterfinals","1","52.78","27 - 41"
"1997795606","12/12/15","Uprise Champions Cup Special","hehe united","TSpirit","DIRE","","","14.93","7 - 24"
"1997644408","12/12/15","Radiant Dire Cup 2015 Qualifiers","TRG","IB","DIRE","","","35.33","15 - 40"
"1997620481","12/12/15","Uprise Champions Cup Special","TSpirit","hehe united","RADIANT","","","46.35","42 - 23"
"1997384372","12/12/15","Radiant Dire Cup 2015 Qualifiers","IB","TRG","DIRE","","","69.08","21 - 42"
"1997233675","12/12/15","Radiant Dire Cup 2015 Qualifiers","TRG","IB","DIRE","","","30.97","10 - 38"
"1997003562","12/12/15","Radiant Dire Cup 2015 Qualifiers","IB","iG.V","DIRE","","","35.28","10 - 14"
"1996870873","12/12/15","Radiant Dire Cup 2015 Qualifiers","iG.V","IB","RADIANT","","","31.17","37 - 14"
"1996656177","12/12/15","Radiant Dire Cup 2015 Qualifiers","TRG","CDEC.Y 2","DIRE","","","62.38","32 - 38"
"1996459672","12/11/15","Radiant Dire Cup 2015 Qualifiers","CDEC.Y 2","TRG","RADIANT","","","67.32","42 - 27"
"1995989266","12/11/15","The Summit 4","EG","VG","RADIANT","UB Finals","3","23.65","19 - 9"
"1995917878","12/11/15","The Summit 4","EG","VG","DIRE","UB Finals","2","44.67","16 - 35"
"1995874559","12/11/15","The Summit 4","EG","VG","RADIANT","UB Finals","1","22.52","21 - 8"
"1995781321","12/11/15","The Summit 4","DC","EHOME","DIRE","LB Round of 16","3","44.80","28 - 29"
"1995727685","12/11/15","The Summit 4","DC","EHOME","DIRE","LB Round of 16","2","21.72","8 - 32"
"1995624333","12/11/15","The Summit 4","DC","EHOME","RADIANT","LB Round of 16","1","43.95","21 - 12"
"1995503349","12/11/15","The Summit 4","VP 2","Mineski","RADIANT","LB Round of 16","2","21.35","26 - 6"
"1995465383","12/11/15","Uprise Champions Cup Special","Elements","SVB","RADIANT","","","21.18","27 - 16"
"1995395126","12/11/15","The Summit 4","Mineski","VP 2","DIRE","LB Round of 16","1","32.62","13 - 34"
"1995359880","12/11/15","Uprise Champions Cup Special","SVB","Elements","DIRE","","","33.80","23 - 35"
"1995262216","12/11/15","Uprise Champions Cup Special","Elements","SVB","DIRE","","","28.27","9 - 20"
"1994662524","12/11/15","Dota Pit League Season 4","MVP Phoenix","SiG.Tr","DIRE","","","34.35","23 - 49"
"1994541759","12/11/15","Dota Pit League Season 4","SiG.Tr","MVP Phoenix","DIRE","","","26.55","12 - 36"
"1993868977","12/10/15","The Summit 4","EG","Liquid","RADIANT","UB Semifinals","3","55.17","51 - 38"
"1993802548","12/10/15","The Summit 4","EG","Liquid","RADIANT","UB Semifinals","2","36.30","28 - 12"
"1993753508","12/10/15","The Summit 4","EG","Liquid","DIRE","UB Semifinals","1","32.35","13 - 37"
"1993659090","12/10/15","The Summit 4","DC","EG","DIRE","UB Quarterfinals","3","51.30","23 - 31"
"1993608233","12/10/15","The Summit 4","EG","DC","RADIANT","UB Quarterfinals","2","36.70","18 - 16"
"1993547070","12/10/15","The Summit 4","EG","DC","DIRE","UB Quarterfinals","1","46.42","13 - 19"
"1993447295","12/10/15","The Summit 4","Liquid","EHOME","RADIANT","UB Quarterfinals","3","44.52","33 - 34"
"1993385716","12/10/15","Uprise Champions Cup Special","AF  3","Elements","RADIANT","","","39.00","34 - 23"
"1993348638","12/10/15","The Summit 4","EHOME","Liquid","RADIANT","UB Quarterfinals","2","43.47","40 - 34"
"1993292092","12/10/15","Uprise Champions Cup Special","Elements","AF  3","DIRE","","","43.07","45 - 45"
"1993252604","12/10/15","The Summit 4","Liquid","EHOME","RADIANT","UB Quarterfinals","1","29.40","32 - 17"
"1993192113","12/10/15","ProDota 2 National Cup","TR  3","dota2bg","RADIANT","","","39.62","52 - 23"
"1993190841","12/10/15","Uprise Champions Cup Special","AF  3","Elements","DIRE","","","35.75","22 - 53"
"1993079962","12/10/15","ProDota 2 National Cup","dota2bg","Unknown","DIRE","","","32.27","10 - 35"
"1993071556","12/10/15","Uprise Champions Cup Special","FF","PD 2","DIRE","","","23.85","11 - 29"
"1992867471","12/10/15","Uprise Champions Cup Special","PD 2","FF","RADIANT","","","65.00","51 - 39"
"1992598958","12/10/15","StarSeries 13 SEA Qualifiers","123","Fnatic.MY","DIRE","Finals","2","35.73","7 - 19"
"1992443724","12/10/15","StarSeries 13 SEA Qualifiers","Fnatic.MY","123","RADIANT","Finals","1","41.58","34 - 25"
"1992304058","12/10/15","StarSeries 13 SEA Qualifiers","TNC","123","DIRE","LB Finals","3","30.18","10 - 27"
"1992218032","12/10/15","StarSeries 13 SEA Qualifiers","TNC","123","DIRE","LB Finals","2","29.78","12 - 26"
"1992093748","12/10/15","StarSeries 13 SEA Qualifiers","123","TNC","DIRE","LB Finals","1","59.05","52 - 53"
"1991666142","12/09/15","The Summit 4","VG","OG","RADIANT","UB Semifinals","3","29.92","26 - 9"
"1991602467","12/09/15","The Summit 4","VG","OG","DIRE","UB Semifinals","2","31.80","11 - 23"
"1991532094","12/09/15","The Summit 4","OG","VG","DIRE","UB Semifinals","1","49.43","29 - 34"
"1991426957","12/09/15","The Summit 4","VP 2","VG","DIRE","UB Quarterfinals","3","71.15","38 - 52"
"1991417422","12/09/15","Uprise Champions Cup Special","Enso","ATN","DIRE","","","22.68","9 - 37"
"1991371320","12/09/15","The Summit 4","VP 2","VG","DIRE","UB Quarterfinals","2","31.42","24 - 34"
"1991342880","12/09/15","Uprise Champions Cup Special","ATN","Enso","DIRE","","","52.02","50 - 53"
"1991317227","12/09/15","The Summit 4","VP 2","VG","RADIANT","UB Quarterfinals","1","27.18","20 - 7"
"1991284189","12/09/15","Uprise Champions Cup Special","Enso","ATN","DIRE","","","23.52","10 - 21"
"1991188850","12/09/15","The Summit 4","Mineski","OG","DIRE","UB Quarterfinals","2","30.03","13 - 28"
"1991112163","12/09/15","The Summit 4","OG","Mineski","RADIANT","UB Quarterfinals","1","20.88","18 - 7"
"1990961922","12/09/15","Uprise Champions Cup Special","Elements","SVW","RADIANT","","","32.58","26 - 9"
"1990859218","12/09/15","Uprise Champions Cup Special","SVW","Elements","DIRE","","","25.55","13 - 22"
"1990735675","12/09/15","Radiant Dire Cup 2015 Qualifiers","TongFu","iG.V","DIRE","","","44.15","28 - 38"
"1990613515","12/09/15","Radiant Dire Cup 2015 Qualifiers","VG.P","iG","RADIANT","","","34.22","52 - 24"
"1990609086","12/09/15","Radiant Dire Cup 2015 Qualifiers","FTD.A","Newbee.Y","DIRE","","","31.38","9 - 28"
"1990601842","12/09/15","Radiant Dire Cup 2015 Qualifiers","iG.V","TongFu","RADIANT","","","36.15","41 - 19"
"1990572559","12/09/15","Uprise Champions Cup Special","TSpirit","YeS 2","RADIANT","","","44.07","24 - 36"
"1990513975","12/09/15","StarSeries 13 SEA Qualifiers","First Departure","123","DIRE","LB Semifinals","2","46.40","15 - 42"
"1990480237","12/09/15","Radiant Dire Cup 2015 Qualifiers","Newbee.Y","FTD.A","RADIANT","","","36.07","34 - 12"
"1990447881","12/09/15","Radiant Dire Cup 2015 Qualifiers","iG","VG.P","RADIANT","","","51.00","40 - 31"
"1990434474","12/09/15","Radiant Dire Cup 2015 Qualifiers","DB 2","FTD.C","DIRE","","","50.52","38 - 41"
"1990336970","12/09/15","Radiant Dire Cup 2015 Qualifiers","EHOME.K 2","iG.V","DIRE","","","38.03","27 - 38"
"1990311698","12/09/15","StarSeries 13 SEA Qualifiers","123","First Departure","RADIANT","LB Semifinals","1","68.03","47 - 47"
"1990288169","12/09/15","Radiant Dire Cup 2015 Qualifiers","Nb","FTD.B","DIRE","","","43.15","34 - 37"
"1990285414","12/09/15","Radiant Dire Cup 2015 Qualifiers","FTD.C","DB 2","RADIANT","","","28.15","33 - 22"
"1990238297","12/09/15","Radiant Dire Cup 2015 Qualifiers","iG.V","EHOME.K 2","RADIANT","","","27.45","31 - 22"
"1990205250","12/09/15","Radiant Dire Cup 2015 Qualifiers","FTD.B","Nb","RADIANT","","","29.40","33 - 25"
"1990131572","12/09/15","Radiant Dire Cup 2015 Qualifiers","FTD.A","FTD.C","DIRE","","","40.07","20 - 32"
"1990091568","12/09/15","Radiant Dire Cup 2015 Qualifiers","VG.P","CDEC.Y 2","RADIANT","","","36.22","43 - 12"
"1990065860","12/09/15","StarSeries 13 SEA Qualifiers","Fnatic.MY","TNC","RADIANT","UB Finals","2","33.02","30 - 12"
"1990018489","12/09/15","Radiant Dire Cup 2015 Qualifiers","FTD.C","FTD.A","RADIANT","","","51.98","44 - 31"
"1990008281","12/09/15","StarSeries 13 SEA Qualifiers","TNC","Fnatic.MY","DIRE","UB Finals","1","19.78","5 - 26"
"1990008182","12/09/15","Radiant Dire Cup 2015 Qualifiers","CDEC.Y 2","VG.P","DIRE","","","39.35","7 - 22"
"1989916015","12/08/15","Radiant Dire Cup 2015 Qualifiers","FanTuan","ESD","RADIANT","","","51.97","4 - 4"
"1989858274","12/08/15","Radiant Dire Cup 2015 Qualifiers","ESD","FanTuan","DIRE","","","22.28","4 - 17"
"1989003983","12/08/15","Uprise Champions Cup Special","AF  3","SVB","RADIANT","","","21.95","27 - 11"
"1988907411","12/08/15","Uprise Champions Cup Special","SVB","AF  3","RADIANT","","","33.70","37 - 21"
"1988776788","12/08/15","Uprise Champions Cup Special","AF  3","SVB","RADIANT","","","41.93","31 - 18"
"1988515110","12/08/15","Radiant Dire Cup 2015 Qualifiers","FTD.A","iG","DIRE","","","27.08","12 - 28"
"1988475200","12/08/15","Radiant Dire Cup 2015 Qualifiers","Bheart","VG.P","DIRE","","","20.40","11 - 29"
"1988394590","12/08/15","StarSeries 13 SEA Qualifiers","Fnatic.MY","First Departure","RADIANT","UB Semifinals","3","35.83","40 - 12"
"1988373598","12/08/15","Radiant Dire Cup 2015 Qualifiers","iG","FTD.A","RADIANT","","","42.43","40 - 17"
"1988316634","12/08/15","Radiant Dire Cup 2015 Qualifiers","VG.P","Bheart","DIRE","","","44.65","23 - 33"
"1988257358","12/08/15","StarSeries 13 SEA Qualifiers","First Departure","Fnatic.MY","DIRE","UB Semifinals","2","39.45","16 - 32"
"1988187592","12/08/15","Radiant Dire Cup 2015 Qualifiers","iG.V","FTD.B","DIRE","","","20.33","8 - 31"
"1988165729","12/08/15","StarSeries 13 SEA Qualifiers","Fnatic.MY","First Departure","DIRE","UB Semifinals","1","15.08","5 - 18"
"1988156942","12/08/15","Radiant Dire Cup 2015 Qualifiers","VG.P","Newbee.Y","DIRE","","","20.10","6 - 19"
"1988156275","12/08/15","Radiant Dire Cup 2015 Qualifiers","FanTuan","Nb","RADIANT","","","59.65","43 - 33"
"1988071766","12/08/15","Radiant Dire Cup 2015 Qualifiers","FTD.B","iG.V","DIRE","","","36.67","13 - 31"
"1988057006","12/08/15","Radiant Dire Cup 2015 Qualifiers","Nb","FanTuan","DIRE","","","30.43","21 - 27"
"1988049105","12/08/15","Radiant Dire Cup 2015 Qualifiers","Newbee.Y","VG.P","RADIANT","","","37.80","37 - 12"
"1987996464","12/08/15","StarSeries 13 SEA Qualifiers","123","TNC","DIRE","UB Semifinals","3","41.00","36 - 39"
"1987973570","12/08/15","Radiant Dire Cup 2015 Qualifiers","FTD.B","ESD","RADIANT","","","29.87","31 - 21"
"1987953814","12/08/15","Dota Pit League Season 4","MVP Phoenix","Fnatic.MY","RADIANT","","","27.03","29 - 17"
"1987951907","12/08/15","Radiant Dire Cup 2015 Qualifiers","DB 2","Newbee.Y","DIRE","","","35.97","17 - 31"
"1987917560","12/08/15","StarSeries 13 SEA Qualifiers","123","TNC","RADIANT","UB Semifinals","2","29.43","25 - 11"
"1987869552","12/08/15","Radiant Dire Cup 2015 Qualifiers","Newbee.Y","DB 2","RADIANT","","","33.32","24 - 13"
"1987850446","12/08/15","StarSeries 13 SEA Qualifiers","TNC","123","RADIANT","UB Semifinals","1","22.22","30 - 14"
"1987849101","12/08/15","Radiant Dire Cup 2015 Qualifiers","ESD","FTD.B","DIRE","","","42.52","25 - 42"
"1987847612","12/08/15","Dota Pit League Season 4","Fnatic.MY","MVP Phoenix","DIRE","","","35.93","19 - 46"
"1987773614","12/08/15","Radiant Dire Cup 2015 Qualifiers","FTD.C","iG","DIRE","","","45.45","29 - 47"
"1987771019","12/08/15","Radiant Dire Cup 2015 Qualifiers","ESD","TongFu","DIRE","","","18.27","7 - 27"
"1987737740","12/07/15","Radiant Dire Cup 2015 Qualifiers","Wings","iG.V","DIRE","","","31.50","18 - 37"
"1987681922","12/07/15","Radiant Dire Cup 2015 Qualifiers","TongFu","ESD","RADIANT","","","34.15","24 - 19"
"1987676731","12/07/15","Radiant Dire Cup 2015 Qualifiers","iG","FTD.C","RADIANT","","","42.43","40 - 23"
"1987674065","12/07/15","Radiant Dire Cup 2015 Qualifiers","iG.V","Wings","RADIANT","","","30.47","28 - 10"
"1987304367","12/07/15","Canada Cup 6","LvT","paiN","DIRE","","","39.48","18 - 35"
"1987017368","12/07/15","Uprise Champions Cup Special","RevivalG","BS   4","DIRE","","","51.37","41 - 42"
"1986957851","12/07/15","Uprise Champions Cup Special","BS   4","RevivalG","RADIANT","","","26.72","32 - 24"
"1986923590","12/07/15","StarSeries 13 EU Qualifiers","NaVi","Secret","DIRE","","","30.48","8 - 32"
"1986883268","12/07/15","Uprise Champions Cup Special","RevivalG","BS   4","RADIANT","","","34.18","34 - 17"
"1986807888","12/07/15","Uprise Champions Cup Special","TSpirit","G00mba","RADIANT","","","21.57","38 - 16"
"1986797570","12/07/15","StarSeries 13 EU Qualifiers","NaVi","Secret","DIRE","","","56.20","22 - 31"
"1986732619","12/07/15","Uprise Champions Cup Special","G00mba","TSpirit","DIRE","","","23.83","11 - 29"
"1986700969","12/07/15","StarSeries 13 EU Qualifiers","NaVi","Secret","RADIANT","","","37.02","34 - 12"
"1986595180","12/07/15","Uprise Champions Cup Special","TSpirit","G00mba","DIRE","","","50.68","32 - 45"
"1986325335","12/07/15","Radiant Dire Cup 2015 Qualifiers","Bheart","Newbee.Y","DIRE","","","34.78","16 - 26"
"1986323827","12/07/15","Radiant Dire Cup 2015 Qualifiers","Nb","iG.V","DIRE","","","31.38","20 - 37"
"1986226788","12/07/15","Radiant Dire Cup 2015 Qualifiers","iG.V","Nb","DIRE","","","20.57","6 - 28"
"1986206190","12/07/15","Radiant Dire Cup 2015 Qualifiers","Newbee.Y","Bheart","RADIANT","","","35.85","31 - 21"
"1986037077","12/07/15","Radiant Dire Cup 2015 Qualifiers","iG.V","FanTuan","DIRE","","","44.40","31 - 43"
"1986033095","12/07/15","Radiant Dire Cup 2015 Qualifiers","TongFu","Nb","DIRE","","","58.48","43 - 47"
"1985948156","12/07/15","Radiant Dire Cup 2015 Qualifiers","Nb","TongFu","DIRE","","","14.27","11 - 18"
"1985922873","12/07/15","Radiant Dire Cup 2015 Qualifiers","FanTuan","iG.V","DIRE","","","28.78","14 - 29"
"1985831805","12/07/15","Radiant Dire Cup 2015 Qualifiers","FTD.C","Newbee.Y","DIRE","","","31.00","18 - 37"
"1985807238","12/07/15","Radiant Dire Cup 2015 Qualifiers","VG.P","AG  3","RADIANT","","","26.95","22 - 12"
"1985804964","12/07/15","Radiant Dire Cup 2015 Qualifiers","TongFu","FTD.B","DIRE","","","55.52","35 - 39"
"1985773022","12/07/15","Radiant Dire Cup 2015 Qualifiers","Newbee.Y","FTD.C","RADIANT","","","15.57","13 - 4"
"1985742948","12/07/15","Radiant Dire Cup 2015 Qualifiers","FTD.B","TongFu","RADIANT","","","21.38","26 - 8"
"1985724478","12/07/15","Radiant Dire Cup 2015 Qualifiers","AG  3","VG.P","DIRE","","","32.87","14 - 36"
"1985643808","12/07/15","Radiant Dire Cup 2015 Qualifiers","FTD.C","CDEC.Y 2","RADIANT","","","41.10","36 - 18"
"1985634684","12/07/15","Radiant Dire Cup 2015 Qualifiers","ESD","iG.V","DIRE","","","24.22","10 - 40"
"1985619562","12/06/15","Radiant Dire Cup 2015 Qualifiers","AG  3","DB 2","RADIANT","","","32.07","31 - 23"
"1985547531","12/06/15","Radiant Dire Cup 2015 Qualifiers","iG.V","ESD","RADIANT","","","29.72","29 - 21"
"1985544684","12/06/15","Radiant Dire Cup 2015 Qualifiers","DB 2","AG  3","RADIANT","","","32.05","23 - 16"
"1985541175","12/06/15","Radiant Dire Cup 2015 Qualifiers","CDEC.Y 2","FTD.C","RADIANT","","","53.77","29 - 21"
"1984834417","12/06/15","Uprise Champions Cup Special","AF 2","SVW","RADIANT","","","34.45","34 - 28"
"1984801723","12/06/15","The Defense 5 Finals","OG","Liquid","DIRE","Finals","4","39.05","18 - 46"
"1984762951","12/06/15","Uprise Champions Cup Special","SVW","AF 2","DIRE","","","28.35","15 - 31"
"1984698282","12/06/15","The Defense 5 Finals","Liquid","OG","RADIANT","Finals","3","31.98","25 - 20"
"1984529130","12/06/15","The Defense 5 Finals","Liquid","OG","DIRE","Finals","2","56.80","29 - 46"
"1984422652","12/06/15","The Defense 5 Finals","OG","Liquid","DIRE","Finals","1","21.13","3 - 23"
"1984406445","12/06/15","ProDota 2 National Cup","Unknown","FINSTACK","DIRE","","","26.62","10 - 25"
"1984372290","12/06/15","Global eSports Cup Finals","CL","Empire","DIRE","Finals","4","29.32","13 - 23"
"1984304350","12/06/15","ProDota 2 National Cup","FINSTACK","Unknown","RADIANT","","","22.68","22 - 5"
"1984196589","12/06/15","Global eSports Cup Finals","Empire","CL","RADIANT","Finals","3","44.77","35 - 37"
"1984130258","12/06/15","Radiant Dire Cup 2015 Qualifiers","iG","Newbee.Y","RADIANT","","","54.28","38 - 24"
"1984124734","12/06/15","Radiant Dire Cup 2015 Qualifiers","DB 2","VG.P","RADIANT","","","37.77","36 - 22"
"1984099410","12/06/15","Radiant Dire Cup 2015 Qualifiers","FTD.C","AG  3","RADIANT","","","24.47","40 - 20"
"1983981524","12/06/15","Radiant Dire Cup 2015 Qualifiers","Newbee.Y","iG","DIRE","","","37.73","8 - 14"
"1983978130","12/06/15","The Defense 5 Finals","Alliance","Liquid","DIRE","LB Finals","2","33.88","17 - 40"
"1983977335","12/06/15","Radiant Dire Cup 2015 Qualifiers","VG.P","DB 2","RADIANT","","","33.80","29 - 20"
"1983976841","12/06/15","Global eSports Cup Finals","CL","Empire","DIRE","Finals","2","52.43","28 - 45"
"1983949373","12/06/15","Radiant Dire Cup 2015 Qualifiers","AG  3","FTD.C","DIRE","","","38.63","22 - 39"
"1983831389","12/06/15","Radiant Dire Cup 2015 Qualifiers","VG.P","FTD.A","RADIANT","","","38.43","37 - 12"
"1983817900","12/06/15","The Defense 5 Finals","Alliance","Liquid","DIRE","LB Finals","1","29.45","12 - 26"
"1983795459","12/06/15","Global eSports Cup Finals","Empire","CL","DIRE","Finals","1","41.43","25 - 49"
"1983791508","12/06/15","Radiant Dire Cup 2015 Qualifiers","FTD.C","Bheart","RADIANT","","","29.80","34 - 17"
"1983789179","12/06/15","Radiant Dire Cup 2015 Qualifiers","ESD","Nb","DIRE","","","41.28","17 - 32"
"1983687886","12/06/15","Radiant Dire Cup 2015 Qualifiers","FTD.A","VG.P","DIRE","","","37.58","12 - 21"
"1983670950","12/06/15","Radiant Dire Cup 2015 Qualifiers","Nb","ESD","RADIANT","","","32.73","53 - 18"
"1983654535","12/06/15","Radiant Dire Cup 2015 Qualifiers","Bheart","FTD.C","DIRE","","","37.50","18 - 30"
"1983602094","12/06/15","The Defense 5 Finals","ATN","Alliance","DIRE","LB Semifinals","2","47.75","20 - 38"
"1983562843","12/06/15","Radiant Dire Cup 2015 Qualifiers","TongFu","FanTuan","RADIANT","","","24.60","32 - 13"
"1983531572","12/06/15","Radiant Dire Cup 2015 Qualifiers","FTD.A","CDEC.Y 2","RADIANT","","","37.53","38 - 21"
"1983513345","12/06/15","Radiant Dire Cup 2015 Qualifiers","Wings","FTD.B","DIRE","","","45.62","13 - 30"
"1983480663","12/06/15","The Defense 5 Finals","Alliance","ATN","RADIANT","LB Semifinals","1","25.63","30 - 4"
"1983448490","12/06/15","Radiant Dire Cup 2015 Qualifiers","FanTuan","TongFu","DIRE","","","36.12","17 - 23"
"1983417752","12/06/15","Global eSports Cup Finals","Vega","CL","DIRE","LB Finals","2","48.13","30 - 26"
