"Match","Date","Tournament","Radiant","Dire","Winner","Round","Game","Time","Score"
"918236750","09/24/14","ESL One NY Americas Qualifiers","coL 2","Gerg","RADIANT","LB Quarterfinals","2","58.65","37 - 32"
"918210780","09/24/14","D2CL 4 America Qualifiers","SNA","DD","RADIANT","Group Stage","1","65.52","35 - 33"
"918196911","09/24/14","ESL One NY Americas Qualifiers","Gerg","coL 2","RADIANT","LB Quarterfinals","1","37.28","31 - 15"
"918173356","09/24/14","D2CL 4 America Qualifiers","SNA","paiN","RADIANT","Group Stage","2","27.73","22 - 7"
"918106230","09/24/14","D2CL 4 America Qualifiers","paiN","SNA","RADIANT","Group Stage","1","50.58","39 - 22"
"918025495","09/24/14","D2CL 4 Europe Qualifiers","C9","Empire","DIRE","Group Stage","2","31.62","23 - 30"
"917976311","09/24/14","StarSeries X Europe Qualifiers","VP 2","KPG","DIRE","Group Stage","1","29.93","11 - 24"
"917887188","09/24/14","StarSeries X Europe Qualifiers","NaVi","Fnatic.EU","RADIANT","Group Stage","1","33.00","30 - 13"
"917883738","09/24/14","D2CL 4 Europe Qualifiers","Empire","C9","RADIANT","Group Stage","1","29.92","30 - 11"
"917776428","09/24/14","D2CL 4 Europe Qualifiers","C9","Fnatic.EU","RADIANT","Group Stage","2","31.50","27 - 19"
"917707242","09/24/14","StarSeries X Europe Qualifiers","AS","NEXT.kz","DIRE","Group Stage","1","63.37","39 - 25"
"917639229","09/24/14","D2CL 4 Europe Qualifiers","C9","Fnatic.EU","RADIANT","Group Stage","1","39.88","42 - 38"
"917566558","09/24/14","StarSeries X Europe Qualifiers","Empire","AS","DIRE","Group Stage","1","42.70","14 - 38"
"916821344","09/24/14","StarSeries X China Qualifiers","LaiG","Nb","DIRE","LB Finals","2","62.52","33 - 36"
"916754369","09/24/14","StarSeries X China Qualifiers","Nb","LaiG","RADIANT","LB Finals","1","32.37","23 - 9"
"916369378","09/23/14","StarSeries X Americas Qualifiers","EG","NaVi.US","RADIANT","UB Finals","3","43.18","25 - 19"
"916324232","09/23/14","StarSeries X Americas Qualifiers","EG","NaVi.US","DIRE","UB Finals","2","37.62","18 - 29"
"916280284","09/23/14","StarSeries X Americas Qualifiers","NaVi.US","EG","DIRE","UB Finals","1","42.53","18 - 17"
"916156863","09/23/14","StarSeries X Americas Qualifiers","NoT","SNA","DIRE","LB Semifinals","2","41.33","18 - 36"
"916114015","09/23/14","ESL One NY Europe Qualifiers","NaVi","Secret","DIRE","UB Semifinals","2","15.88","9 - 14"
"916096788","09/23/14","StarSeries X Americas Qualifiers","SNA","NoT","RADIANT","LB Semifinals","1","44.03","32 - 24"
"916021145","09/23/14","ESL One NY Europe Qualifiers","Secret","NaVi","RADIANT","UB Semifinals","1","24.17","21 - 4"
"915705772","09/23/14","D2CL 4 Europe Qualifiers","NaVi","C9","DIRE","Group Stage","1","51.22","22 - 42"
"915362717","09/23/14","StarSeries X China Qualifiers","Nb","VG","DIRE","UB Finals","3","24.75","13 - 21"
"915178751","09/23/14","StarSeries X China Qualifiers","VG","Nb","DIRE","UB Finals","2","49.58","37 - 52"
"915105298","09/23/14","StarSeries X China Qualifiers","Nb","VG","DIRE","UB Finals","1","17.85","13 - 26"
"914845272","09/23/14","StarSeries X China Qualifiers","Team HGT","LaiG","DIRE","LB Semifinals","2","26.32","15 - 22"
"914790603","09/23/14","MSI China Qualifiers","CDEC","VG","RADIANT","Finals","3","27.95","33 - 15"
"914782063","09/23/14","StarSeries X China Qualifiers","LaiG","Team HGT","RADIANT","LB Semifinals","1","31.93","25 - 11"
"914728334","09/23/14","MSI China Qualifiers","VG","CDEC","DIRE","Finals","2","36.32","16 - 30"
"914648816","09/22/14","MSI China Qualifiers","CDEC","VG","DIRE","Finals","1","32.67","14 - 22"
"914359096","09/22/14","StarSeries X Americas Qualifiers","NaVi.US","NoT","RADIANT","UB Semifinals","2","44.28","44 - 31"
"914330755","09/22/14","StarSeries X Americas Qualifiers","NaVi.US","NoT","RADIANT","UB Semifinals","1","26.68","28 - 15"
"914245960","09/22/14","ESL One NY Europe Qualifiers","Alliance","C9","DIRE","UB Semifinals","2","30.73","20 - 32"
"914208911","09/22/14","StarSeries X Americas Qualifiers","SNA","EG","DIRE","UB Semifinals","2","25.93","24 - 54"
"914167980","09/22/14","ESL One NY Europe Qualifiers","C9","Alliance","RADIANT","UB Semifinals","1","36.40","28 - 18"
"914163237","09/22/14","StarSeries X Americas Qualifiers","EG","SNA","RADIANT","UB Semifinals","1","23.73","18 - 6"
"913924613","09/22/14","D2CL 4 Europe Qualifiers","Fnatic.EU","mouz 2","DIRE","Group Stage","2","56.62","27 - 39"
"913826585","09/22/14","Bounty Hunter Series","Empire","VP 2","RADIANT","","","12.23","5 - 2"
"913821105","09/22/14","D2CL 4 Europe Qualifiers","Fnatic.EU","mouz 2","RADIANT","Group Stage","1","35.58","32 - 15"
"913790846","09/22/14","ESL One NY Europe Qualifiers","Empire","NEXT.kz","DIRE","LB Round of 16","3","47.82","34 - 39"
"913506016","09/22/14","ESL One NY Europe Qualifiers","Empire","NEXT.kz","DIRE","LB Round of 16","2","44.72","24 - 48"
"913437527","09/22/14","MSI China Qualifiers","VG","Team HGT","RADIANT","LB Finals","2","18.55","21 - 6"
"913370068","09/22/14","ESL One NY Europe Qualifiers","NEXT.kz","Empire","DIRE","LB Round of 16","1","36.17","18 - 35"
"913346767","09/22/14","MSI China Qualifiers","Team HGT","VG","DIRE","LB Finals","1","21.13","3 - 20"
"913209190","09/22/14","StarSeries X China Qualifiers","VG","LaiG","RADIANT","UB Semifinals","2","30.60","26 - 17"
"913088920","09/22/14","StarSeries X China Qualifiers","LaiG","VG","DIRE","UB Semifinals","1","50.33","25 - 33"
"912888995","09/22/14","StarSeries X China Qualifiers","Team HGT","Nb","DIRE","UB Semifinals","2","24.98","6 - 26"
"912868159","09/22/14","MSI China Qualifiers","VG","Lv","RADIANT","LB Semifinals","2","29.23","26 - 13"
"912840578","09/22/14","StarSeries X China Qualifiers","Nb","Team HGT","RADIANT","UB Semifinals","1","15.30","11 - 3"
"912811861","09/22/14","MSI China Qualifiers","Lv","VG","DIRE","LB Semifinals","1","26.90","17 - 24"
"912483702","09/21/14","ESL One NY Americas Qualifiers","ROOT 2","Gerg","DIRE","LB Round of 16","2","33.08","18 - 36"
"912444090","09/21/14","ESL One NY Americas Qualifiers","Gerg","ROOT 2","RADIANT","LB Round of 16","1","26.38","27 - 6"
"912409449","09/21/14","D2CL 4 America Qualifiers","DD","NoT","DIRE","Group Stage","2","27.95","14 - 31"
"912405961","09/21/14","ESL One NY Americas Qualifiers","TOP5","TC","RADIANT","LB Round of 16","3","35.42","36 - 23"
"912371329","09/21/14","D2CL 4 America Qualifiers","NoT","DD","RADIANT","Group Stage","1","36.30","33 - 26"
"912371143","09/21/14","ESL One NY Americas Qualifiers","TOP5","TC","DIRE","LB Round of 16","2","29.53","6 - 19"
"912355314","09/21/14","ESL One NY Americas Qualifiers","TC","TOP5","DIRE","LB Round of 16","1","46.52","26 - 37"
"912305282","09/21/14","Canada Cup 3","ROOT 2","SNA","DIRE","Quarterfinals","2","27.38","9 - 19"
"912259711","09/21/14","Canada Cup 3","SNA","ROOT 2","RADIANT","Quarterfinals","1","27.68","26 - 8"
"912178662","09/21/14","D2CL 4 Europe Qualifiers","NaVi","Empire","RADIANT","Group Stage","2","10.22","14 - 0"
"912149987","09/21/14","ESL One NY Europe Qualifiers","M5","Power Rangers","DIRE","LB Round of 16","2","39.62","23 - 32"
"912142610","09/21/14","Golden League 2 Prelims","GO 2","aShock","DIRE","","","49.30","16 - 29"
"912120874","09/21/14","StarSeries X Europe Qualifiers","MYM 2","Fnatic.EU","DIRE","Group Stage","1","32.80","21 - 24"
"912084565","09/21/14","ESL One NY Americas Qualifiers","NaVi.US","SNA","RADIANT","UB Semifinals","2","22.43","28 - 6"
"912060490","09/21/14","ESL One NY Americas Qualifiers","coL 2","EG","DIRE","UB Semifinals","2","12.57","4 - 10"
"912058291","09/21/14","ESL One NY Europe Qualifiers","Power Rangers","M5","RADIANT","LB Round of 16","1","23.17","25 - 9"
"912056397","09/21/14","D2CL 4 Europe Qualifiers","Empire","NaVi","DIRE","Group Stage","1","51.43","17 - 36"
"911997102","09/21/14","StarSeries X Europe Qualifiers","VP 2","C9","DIRE","Group Stage","1","32.45","20 - 32"
"911953073","09/21/14","ESL One NY Americas Qualifiers","SNA","NaVi.US","DIRE","UB Semifinals","1","46.88","20 - 32"
"911939710","09/21/14","Golden League 2 Prelims","aShock","Lajons","DIRE","","","55.38","37 - 51"
"911936824","09/21/14","ESL One NY Americas Qualifiers","EG","coL 2","RADIANT","UB Semifinals","1","32.20","20 - 12"
"911855476","09/21/14","StarSeries X Europe Qualifiers","NaVi","HR","DIRE","Group Stage","1","38.57","13 - 36"
"911733453","09/21/14","ESL One NY Europe Qualifiers","Fnatic.EU","VP","DIRE","LB Quarterfinals","2","11.63","0 - 13"
"911710104","09/21/14","Golden League 2 Prelims","Turtle","GO 2","DIRE","","","22.80","7 - 29"
"911694170","09/21/14","StarSeries X Europe Qualifiers","MYM 2","Empire","RADIANT","Group Stage","1","56.00","46 - 23"
"911548874","09/21/14","ESL One NY Europe Qualifiers","VP","Fnatic.EU","RADIANT","LB Quarterfinals","1","44.18","30 - 30"
"911470901","09/21/14","MSI China Qualifiers","VG","iG","RADIANT","LB Quarterfinals","1","17.75","17 - 10"
"911356530","09/21/14","StarSeries X China Qualifiers","VG","TongFu","RADIANT","Group Stage","1","26.45","26 - 18"
"911297857","09/21/14","MSI Beat IT 2014 Other","Invasion 3","Arrow","DIRE","","","29.22","12 - 28"
"911195900","09/21/14","MSI Beat IT 2014 Other","Arrow","Invasion 3","RADIANT","","","25.68","34 - 15"
"911188199","09/21/14","StarSeries X China Qualifiers","iG","Nb","RADIANT","Group Stage","1","10.23","16 - 2"
"911166413","09/21/14","MSI China Qualifiers","Lv","IMG","RADIANT","LB Quarterfinals","1","33.78","20 - 11"
"911058863","09/21/14","StarSeries X China Qualifiers","CDEC","VG","DIRE","Group Stage","1","18.57","12 - 36"
"910874710","09/21/14","StarSeries X China Qualifiers","LaiG","LGD.cn","DIRE","Group Stage","1","52.22","34 - 31"
"910873176","09/21/14","Sina Cup 5","VG","iG","DIRE","Finals","5","45.30","31 - 35"
"910750245","09/21/14","Sina Cup 5","iG","VG","DIRE","Finals","4","36.93","21 - 51"
"910669984","09/21/14","Sina Cup 5","VG","iG","RADIANT","Finals","3","17.47","13 - 2"
"910593729","09/21/14","MSI China Qualifiers","CDEC","Team HGT","RADIANT","UB Finals","2","25.15","27 - 6"
"910560072","09/20/14","Sina Cup 5","iG","VG","RADIANT","Finals","2","36.35","40 - 25"
"910525288","09/20/14","KDL Season 3","Zephyr","PKF","RADIANT","Group Stage","1","52.10","46 - 22"
"910475762","09/20/14","MSI China Qualifiers","Team HGT","CDEC","DIRE","UB Finals","1","40.32","8 - 17"
"910473010","09/20/14","Sina Cup 5","VG","iG","DIRE","Finals","1","25.23","11 - 29"
"910432063","09/20/14","KDL Season 3","MVP Phoenix","PKF","RADIANT","Group Stage","1","20.25","26 - 7"
"910394677","09/20/14","MSI Beat IT 2014 Other","IMBA 2","TPSIAPA","DIRE","","","48.90","53 - 34"
"910330952","09/20/14","KDL Season 3","G.O","LoTem","DIRE","Group Stage","1","21.60","7 - 30"
"910297177","09/20/14","MSI Beat IT 2014 Other","TPSIAPA","IMBA 2","RADIANT","","","36.88","24 - 21"
"909995407","09/20/14","D2CL 4 America Qualifiers","paiN","uG","RADIANT","Group Stage","2","47.03","32 - 17"
"909926123","09/20/14","D2CL 4 America Qualifiers","uG","paiN","DIRE","Group Stage","1","52.13","23 - 37"
"909878662","09/20/14","D2CL 4 America Qualifiers","uG","NaVi.US","RADIANT","Group Stage","2","20.62","15 - 8"
"909804619","09/20/14","D2CL 4 America Qualifiers","NaVi.US","uG","RADIANT","Group Stage","1","42.20","34 - 32"
"909744259","09/20/14","StarSeries X Europe Qualifiers","Cleave","VP","DIRE","Group Stage","1","36.38","40 - 31"
"909681942","09/20/14","Golden League 2 Prelims","4FC","Lajons","RADIANT","","","33.68","37 - 27"
"909629685","09/20/14","StarSeries X Europe Qualifiers","HR","C9","DIRE","Group Stage","1","43.27","17 - 27"
"909614535","09/20/14","EMC 2 Europe Prelims","coL 2","VP 2","DIRE","Group Stage","2","30.27","17 - 27"
"909523648","09/20/14","EMC 2 Europe Prelims","VP 2","coL 2","RADIANT","Group Stage","1","22.52","23 - 11"
"909504996","09/20/14","StarSeries X Europe Qualifiers","VP","NaVi","DIRE","Group Stage","1","37.30","8 - 31"
"909401895","09/20/14","Golden League 2 Prelims","Turtle","4FC","DIRE","","","33.80","9 - 25"
"909293053","09/20/14","StarSeries X Europe Qualifiers","Power Rangers","Empire","DIRE","Group Stage","1","70.18","37 - 52"
"909155180","09/20/14","EMC 2 Europe Prelims","NaVi","Denial  3","RADIANT","Group Stage","2","31.47","34 - 27"
"909104115","09/20/14","StarSeries X Europe Qualifiers","C9","Empire","DIRE","Group Stage","1","34.05","11 - 23"
"909090314","09/20/14","Golden League 2 Prelims","GO 2","Lajons","DIRE","","","29.07","12 - 33"
"909024942","09/20/14","EMC 2 Europe Prelims","Denial  3","NaVi","DIRE","Group Stage","1","31.27","17 - 29"
"908928351","09/20/14","MSI China Qualifiers","iG","IMG","RADIANT","LB Quarterfinals","1","23.25","27 - 7"
"908896703","09/20/14","StarSeries X Europe Qualifiers","Cleave","Empire","DIRE","Group Stage","1","18.32","13 - 24"
"908871129","09/20/14","EMC 2 Europe Prelims","Fnatic.EU","MYM 2","RADIANT","Group Stage","2","33.45","15 - 9"
"908748066","09/20/14","MSI China Qualifiers","VG","Team HGT","DIRE","UB Semifinals","3","26.32","13 - 25"
"908747706","09/20/14","EMC 2 Europe Prelims","MYM 2","Fnatic.EU","RADIANT","Group Stage","1","26.70","19 - 7"
"908746775","09/20/14","Sina Cup 5","LaiG","iG","DIRE","Finals","3","12.15","1 - 16"
"908720183","09/20/14","StarSeries X China Qualifiers","TongFu","CDEC","DIRE","Group Stage","1","36.13","18 - 36"
"908665665","09/20/14","Sina Cup 5","LaiG","iG","RADIANT","Finals","2","15.85","14 - 2"
"908654502","09/20/14","MSI China Qualifiers","Team HGT","VG","DIRE","UB Semifinals","2","25.77","8 - 28"
"908563554","09/20/14","EMC 2 Europe Prelims","Denial  3","MYM 2","RADIANT","Group Stage","2","47.60","30 - 24"
"908547449","09/20/14","StarSeries X China Qualifiers","Nb","LGD.cn","RADIANT","Group Stage","1","27.85","34 - 16"
"908532144","09/20/14","Sina Cup 5","iG","LaiG","RADIANT","Finals","1","37.48","32 - 16"
"908526913","09/20/14","MSI China Qualifiers","VG","Team HGT","DIRE","UB Semifinals","1","40.47","23 - 37"
"908474203","09/20/14","ECL Fall 2014 Finals","Lv","SPG.NT","RADIANT","Group Stage","1","66.47","41 - 31"
"908390249","09/20/14","EMC 2 Europe Prelims","MYM 2","Denial  3","RADIANT","Group Stage","1","36.80","33 - 9"
"908389064","09/20/14","StarSeries X China Qualifiers","LaiG","Team HGT","RADIANT","Group Stage","1","45.20","15 - 23"
"908246731","09/20/14","MSI China Qualifiers","IMG","CDEC","DIRE","UB Semifinals","2","47.48","23 - 34"
"908218677","09/20/14","StarSeries X China Qualifiers","iG","VG","DIRE","Group Stage","1","22.57","11 - 31"
"908105973","09/20/14","MSI China Qualifiers","CDEC","IMG","RADIANT","UB Semifinals","1","45.52","38 - 22"
"907994374","09/20/14","Sina Cup 5","CDEC","LaiG","DIRE","LB Finals","2","39.38","21 - 31"
"907866941","09/19/14","Sina Cup 5","LaiG","CDEC","RADIANT","LB Finals","1","48.07","29 - 27"
"907410928","09/19/14","Canada Cup 3","HOTHANDS","coL 2","DIRE","Quarterfinals","2","12.80","9 - 25"
"907370369","09/19/14","Canada Cup 3","coL 2","HOTHANDS","RADIANT","Quarterfinals","1","25.53","27 - 17"
"907269527","09/19/14","EMC 2 Europe Prelims","Denial  3","CST","RADIANT","Group Stage","2","42.63","45 - 31"
"907208533","09/19/14","EMC 2 Europe Prelims","CST","Denial  3","DIRE","Group Stage","1","26.63","11 - 19"
"907146304","09/19/14","ESL One NY Europe Qualifiers","Fnatic.EU","VP 2","RADIANT","LB Round of 16","2","47.78","25 - 21"
"907088466","09/19/14","StarSeries X Europe Qualifiers","Empire","NaVi","RADIANT","Group Stage","1","14.47","20 - 4"
"907058476","09/19/14","ESL One NY Europe Qualifiers","VP 2","Fnatic.EU","DIRE","LB Round of 16","1","31.33","13 - 31"
"906980490","09/19/14","ESL One NY Americas Qualifiers","NaVi.US","ROOT 2","RADIANT","UB Quarterfinals","2","25.08","36 - 17"
"906942942","09/19/14","StarSeries X Europe Qualifiers","HR","Empire","DIRE","Group Stage","1","27.77","26 - 45"
"906928566","09/19/14","ESL One NY Europe Qualifiers","MYM 2","Power Rangers","DIRE","LB Round of 32","3","49.45","28 - 28"
"906888639","09/19/14","ESL One NY Americas Qualifiers","ROOT 2","NaVi.US","DIRE","UB Quarterfinals","1","21.70","3 - 14"
"906838877","09/19/14","ESL One NY Europe Qualifiers","Power Rangers","MYM 2","DIRE","LB Round of 32","2","24.03","5 - 23"
"906778382","09/19/14","StarSeries X Europe Qualifiers","NEXT.kz","VP","DIRE","Group Stage","1","37.67","22 - 30"
"906765117","09/19/14","EMC 2 Europe Prelims","VP 2","HR","RADIANT","Group Stage","1","47.98","35 - 21"
"906664902","09/19/14","EMC 2 Europe Prelims","NaVi","Empire","RADIANT","Group Stage","2","22.90","27 - 12"
"906621787","09/19/14","StarSeries X Europe Qualifiers","VP","Fnatic.EU","DIRE","Group Stage","1","23.37","7 - 25"
"906616190","09/19/14","ESL One NY Europe Qualifiers","MYM 2","Power Rangers","DIRE","LB Round of 32","1","59.35","38 - 21"
"906538190","09/19/14","EMC 2 Europe Prelims","Empire","NaVi","DIRE","Group Stage","1","21.48","4 - 16"
"906416661","09/19/14","MSI China Qualifiers","Lv","LGD.cn","RADIANT","LB Round of 16","1","27.13","27 - 12"
"906373181","09/19/14","EMC 2 Europe Prelims","NaVi","Fnatic.EU","RADIANT","Group Stage","2","30.05","30 - 13"
"906266175","09/19/14","StarSeries X China Qualifiers","CDEC","Team HGT","DIRE","Group Stage","1","26.28","16 - 29"
"906238308","09/19/14","Sina Cup 5","LaiG","LGD.cn","RADIANT","LB Semifinals","1","40.65","30 - 24"
"906201404","09/19/14","MSI China Qualifiers","VG","Lv","RADIANT","UB Quarterfinals","2","17.85","32 - 13"
"906193503","09/19/14","EMC 2 Europe Prelims","Fnatic.EU","NaVi","DIRE","Group Stage","1","42.20","30 - 38"
"906081800","09/19/14","MSI China Qualifiers","Lv","VG","DIRE","UB Quarterfinals","1","34.07","19 - 21"
"906081164","09/19/14","Sina Cup 5","Team HGT","CDEC","DIRE","LB Semifinals","1","43.57","10 - 19"
"906080577","09/19/14","StarSeries X China Qualifiers","LGD.cn","iG","DIRE","Group Stage","1","41.82","40 - 38"
"906076536","09/19/14","StarSeries X SEA Qualifiers","Awake","SiG.Tr","RADIANT","Group Stage","1","47.47","27 - 19"
"906023453","09/19/14","ECL Fall 2014 Finals","TongFu","LaiG","RADIANT","Group Stage","1","37.25","42 - 9"
"905954762","09/19/14","StarSeries X China Qualifiers","Team HGT","Nb","DIRE","Group Stage","1","37.55","20 - 32"
"905841719","09/19/14","MSI China Qualifiers","Team HGT","LGD.cn","RADIANT","UB Quarterfinals","2","38.98","30 - 15"
"905824466","09/19/14","StarSeries X China Qualifiers","LaiG","TongFu","RADIANT","Group Stage","1","24.42","16 - 6"
"905746423","09/19/14","MSI China Qualifiers","LGD.cn","Team HGT","DIRE","UB Quarterfinals","1","42.47","15 - 32"
"905706666","09/19/14","Sina Cup 5","iG","VG","DIRE","UB Finals","2","31.13","20 - 21"
"905631759","09/18/14","Sina Cup 5","VG","iG","RADIANT","UB Finals","1","30.62","28 - 13"
"905337496","09/18/14","D2CL 4 America Qualifiers","DD","paiN","RADIANT","Group Stage","2","36.35","37 - 14"
"905307687","09/18/14","D2CL 4 America Qualifiers","paiN","DD","RADIANT","Group Stage","1","29.43","21 - 15"
"905273044","09/18/14","ESL One NY Europe Qualifiers","VP","mouz 2","RADIANT","LB Round of 16","3","31.07","29 - 15"
"905236913","09/18/14","ESL One NY Europe Qualifiers","VP","mouz 2","RADIANT","LB Round of 16","2","27.33","29 - 30"
"905229346","09/18/14","EMC 2 Europe Prelims","Fnatic.EU","Denial  3","DIRE","Group Stage","2","54.07","31 - 41"
"905173830","09/18/14","EMC 2 Europe Prelims","Denial  3","Fnatic.EU","DIRE","Group Stage","1","33.40","25 - 37"
"905166134","09/18/14","StarSeries X Europe Qualifiers","Alliance","VP","RADIANT","Group Stage","1","51.77","37 - 20"
"905163342","09/18/14","ESL One NY Europe Qualifiers","C9","Empire","RADIANT","UB Quarterfinals","3","48.77","38 - 29"
"905110337","09/18/14","ESL One NY Europe Qualifiers","Empire","C9","DIRE","UB Quarterfinals","2","16.32","4 - 11"
"905089778","09/18/14","Golden League 2 Prelims","Turtle","aShock","DIRE","","","29.15","4 - 20"
"905085475","09/18/14","Golden League 2 Prelims","4FC","Lajons","DIRE","","","38.43","17 - 33"
"905064545","09/18/14","StarSeries X Europe Qualifiers","Power Rangers","NaVi","RADIANT","Group Stage","1","34.97","35 - 8"
"905037546","09/18/14","ESL One NY Europe Qualifiers","mouz 2","VP","RADIANT","LB Round of 16","1","30.08","35 - 14"
"905003232","09/18/14","ESL One NY Europe Qualifiers","C9","Empire","DIRE","UB Quarterfinals","1","50.47","31 - 46"
"904941042","09/18/14","StarSeries X Europe Qualifiers","MYM 2","mouz 2","DIRE","Group Stage","1","27.33","6 - 16"
"904932207","09/18/14","Golden League 2 Prelims","GO 2","Druidz","RADIANT","","","26.83","24 - 10"
"904799984","09/18/14","StarSeries X Europe Qualifiers","Empire","mouz 2","RADIANT","Group Stage","1","52.72","24 - 19"
"904638208","09/18/14","StarSeries X Europe Qualifiers","VP 2","VP","DIRE","Group Stage","1","29.22","14 - 27"
"904629963","09/18/14","EMC 2 Europe Prelims","Empire","Denial  3","RADIANT","Group Stage","2","24.67","21 - 13"
"904510393","09/18/14","MSI China Qualifiers","iG","Nb","RADIANT","LB Round of 16","1","25.75","38 - 15"
"904507755","09/18/14","EMC 2 Europe Prelims","Denial  3","Empire","DIRE","Group Stage","1","22.45","3 - 13"
"904404306","09/18/14","Sina Cup 5","VG","Team HGT","RADIANT","UB Semifinals","2","32.05","32 - 27"
"904346437","09/18/14","EMC 2 Europe Prelims","NaVi","VP 2","RADIANT","Group Stage","2","27.27","41 - 16"
"904331513","09/18/14","StarSeries X China Qualifiers","TongFu","LGD.cn","DIRE","Group Stage","1","43.98","17 - 24"
"904328863","09/18/14","MSI China Qualifiers","iG","CDEC","DIRE","UB Quarterfinals","3","48.47","33 - 38"
"904323175","09/18/14","Sina Cup 5","Team HGT","VG","DIRE","UB Semifinals","1","16.17","5 - 17"
"904308924","09/18/14","StarSeries X SEA Qualifiers","Mineski","First Departure","RADIANT","Group Stage","1","35.53","37 - 19"
"904244364","09/18/14","EMC 2 Europe Prelims","VP 2","NaVi","RADIANT","Group Stage","1","19.75","12 - 4"
"904231614","09/18/14","MSI China Qualifiers","CDEC","iG","RADIANT","UB Quarterfinals","2","29.18","16 - 5"
"904181541","09/18/14","StarSeries X SEA Qualifiers","Invasion 3","Insid Idol","RADIANT","Group Stage","1","39.67","35 - 24"
"904173222","09/18/14","StarSeries X China Qualifiers","VG","Nb","RADIANT","Group Stage","1","31.13","26 - 20"
"904138763","09/18/14","MSI China Qualifiers","iG","CDEC","RADIANT","UB Quarterfinals","1","29.35","41 - 21"
"904032958","09/18/14","StarSeries X China Qualifiers","iG","Team HGT","DIRE","Group Stage","1","35.43","14 - 30"
"904029863","09/18/14","StarSeries X SEA Qualifiers","iM","Arrow","DIRE","Group Stage","1","39.45","19 - 40"
"903944467","09/18/14","MSI China Qualifiers","IMG","Nb","RADIANT","UB Quarterfinals","2","24.07","20 - 8"
"903923256","09/18/14","StarSeries X China Qualifiers","LaiG","CDEC","RADIANT","Group Stage","1","46.32","47 - 25"
"903836537","09/18/14","MSI China Qualifiers","Nb","IMG","DIRE","UB Quarterfinals","1","33.97","25 - 35"
"903779013","09/18/14","Sina Cup 5","Lv","LaiG","DIRE","LB Quarterfinals","1","14.18","5 - 22"
"903695478","09/17/14","Sina Cup 5","CDEC","TongFu","RADIANT","LB Quarterfinals","1","32.27","32 - 18"
"903416405","09/17/14","Canada Cup 3","TC","SP","DIRE","Quarterfinals","2","51.93","25 - 27"
"903378066","09/17/14","Canada Cup 3","SP","TC","RADIANT","Quarterfinals","1","35.72","16 - 12"
"903362837","09/17/14","D2CL 4 America Qualifiers","NaVi.US","NoT","RADIANT","Group Stage","2","20.25","28 - 12"
"903322500","09/17/14","D2CL 4 America Qualifiers","NoT","NaVi.US","DIRE","Group Stage","1","36.83","17 - 23"
"903278577","09/17/14","D2CL 4 America Qualifiers","uG","SNA","DIRE","Group Stage","2","33.85","12 - 34"
"903225901","09/17/14","D2CL 4 America Qualifiers","SNA","uG","RADIANT","Group Stage","1","39.13","27 - 26"
"903214053","09/17/14","StarSeries X Europe Qualifiers","NVMI","mouz 2","DIRE","Group Stage","1","36.15","25 - 21"
