"Match","Date","Tournament","Radiant","Dire","Winner","Round","Game","Time","Score"
"2180141650","02/26/16","WePlay 3 EU Qualifiers","PD 2","Power Rangers","DIRE","","","30.00","11 - 29"
"2131079341","02/05/16","Canada Cup 6","Infamous 2","coL 2","DIRE","","","30.02","20 - 30"
"2130952527","02/05/16","WePlay 3 Americas Qualifiers","DC","PoF 2","RADIANT","","","30.02","17 - 8"
"2130777536","02/05/16","Uprise Champions Cup Special","NLG","YeS 2","RADIANT","","","30.17","34 - 24"
"2176558984","02/24/16","Shanghai Major Finals","EHOME","MVP Phoenix","DIRE","","","30.23","10 - 29"
"2108256895","01/27/16","MarsTV League Winter 2015 Finals","OG","TSpirit","RADIANT","","","30.25","19 - 13"
"2121275820","02/01/16","Dota Pit League Season 4","NaVi","CL","RADIANT","","","30.30","45 - 16"
"2130443958","02/05/16","WePlay 3 EU Qualifiers","Empire","PD 2","RADIANT","","","30.42","28 - 14"
"2114856246","01/30/16","MarsTV League Winter 2015 Finals","LGD.cn","Nb","RADIANT","","","30.42","24 - 9"
"2101449868","01/24/16","MarsTV League 2015 China Qualifiers","Nb","CDEC.Y 2","DIRE","Finals","2","30.42","10 - 20"
"2115065683","01/30/16","MarsTV League Winter 2015 Finals","EHOME","OG","RADIANT","","","30.60","19 - 13"
"2136030360","02/07/16","Dota Pit League Season 4","LC","99","RADIANT","","","30.62","31 - 17"
"2125638814","02/03/16","WePlay 3 EU Qualifiers","Empire","Vega","DIRE","","","30.73","4 - 27"
"2109702182","01/27/16","MarsTV League Winter 2015 Finals","EHOME","Mineski","RADIANT","","","30.77","30 - 12"
"2113890637","01/29/16","WePlay 3 EU Qualifiers","AF  3","Liquid","DIRE","","","30.82","21 - 30"
"2092197627","01/20/16","MarsTV League 2015 China Qualifiers","Nb","Way","RADIANT","UB Quarterfinals","1","30.85","34 - 7"
"2088620792","01/18/16","WePlay 3 Americas Qualifiers","Infamous 2","NME","RADIANT","","","30.97","28 - 14"
"2177667673","02/25/16","WePlay 3 SEA Qualifiers","First Departure","XctN 2","RADIANT","","","30.98","43 - 27"
"2130685908","02/05/16","Uprise Champions Cup Special","YeS 2","NLG","RADIANT","","","30.98","33 - 21"
"2091364866","01/19/16","MarsTV League 2015 China Qualifiers","TongFu","iG","RADIANT","UB Quarterfinals","1","31.13","24 - 6"
"2152400343","02/14/16","Dota Pit League Season 4","Vega","LC","RADIANT","","","31.18","21 - 7"
"2179855075","02/26/16","Shanghai Major Finals","TSpirit","Fnatic.MY","DIRE","","","31.23","11 - 25"
"2130634184","02/05/16","ESL One EU Qualifiers","AF  3","FF","RADIANT","","","31.27","35 - 19"
"2161143146","02/18/16","Uprise Champions Cup Special","ATN","FF","RADIANT","","","31.43","40 - 21"
"2130041372","02/05/16","WePlay 3 SEA Qualifiers","Redeem","MVP Phoenix","RADIANT","","","31.48","37 - 15"
"2106331552","01/26/16","WePlay 3 SEA Qualifiers","XctN 2","Taring","DIRE","","","31.52","10 - 36"
"2154850496","02/15/16","Dota Pit League Season 4","HR","FF","RADIANT","","","31.53","33 - 21"
"2144215447","02/11/16","WePlay 3 SEA Qualifiers","Mineski","SiG.Tr","RADIANT","","","31.63","17 - 12"
"2133286829","02/06/16","ESL One EU Qualifiers","HWA 2","Power Rangers","DIRE","","","31.63","11 - 27"
"2181696818","02/27/16","Shanghai Major Finals","LGD.cn","OG","DIRE","","","31.72","8 - 28"
"2111906731","01/28/16","MarsTV League Winter 2015 Finals","EG","coL 2","RADIANT","","","31.78","31 - 13"
"2201116123","03/05/16","Shanghai Major Finals","EG","Liquid","DIRE","","","31.80","3 - 17"
"2114116895","01/29/16","WePlay 3 Americas Qualifiers","Infamous 2","Shazam","RADIANT","","","31.88","31 - 18"
"2126057981","02/03/16","WePlay 3 EU Qualifiers","COOKISS","PRIES 2","DIRE","","","31.90","13 - 41"
"2108582802","01/27/16","MarsTV League Winter 2015 Finals","LGD.cn","coL 2","DIRE","","","32.03","14 - 23"
"2107988999","01/27/16","MarsTV League Winter 2015 Finals","Mineski","coL 2","DIRE","","","32.10","6 - 21"
"2092798813","01/20/16","ProDota 2 National Cup","TR  3","TR 2","DIRE","","","32.17","14 - 30"
"2145002386","02/11/16","WePlay 3 EU Qualifiers","LC","Liquid","RADIANT","","","32.18","24 - 5"
"2198989614","03/05/16","Shanghai Major Finals","MVP Phoenix","EG","DIRE","","","32.20","10 - 28"
"2095012496","01/21/16","Dota Pit League Season 4","HR","Liquid","RADIANT","","","32.20","34 - 8"
"2160963802","02/18/16","Uprise Champions Cup Special","ATN","FF","DIRE","","","32.28","9 - 24"
"2131050160","02/05/16","WePlay 3 Americas Qualifiers","PoF 2","LvT","RADIANT","","","32.33","36 - 8"
"2114632374","01/29/16","MarsTV League Winter 2015 Finals","Nb","LGD.cn","DIRE","","","32.38","7 - 21"
"2095238951","01/21/16","Dota Pit League Season 4","Empire","Liquid","RADIANT","","","32.43","29 - 9"
"2123892526","02/02/16","Uprise Champions Cup Special","YeS 2","ATN","DIRE","","","32.48","19 - 34"
"2092415945","01/20/16","WePlay 3 EU Qualifiers","PD 2","TSpirit","DIRE","","","32.60","11 - 20"
"2135446610","02/07/16","WePlay 3 EU Qualifiers","PD 2","Power Rangers","DIRE","","","32.63","12 - 35"
"2128130868","02/04/16","Uprise Champions Cup Special","ATN","FF","RADIANT","","","32.63","25 - 9"
"2178970934","02/25/16","Shanghai Major Finals","VG","TSpirit","DIRE","","","32.75","11 - 30"
"2176618946","02/24/16","Shanghai Major Finals","Secret","CDEC","RADIANT","","","32.85","23 - 14"
"2145169626","02/11/16","ESL One Americas Qualifiers","PoF 2","Archon","DIRE","","","32.92","16 - 29"
"2125768709","02/03/16","WePlay 3 EU Qualifiers","HR","NaVi","DIRE","","","33.05","10 - 21"
"2121616151","02/01/16","Uprise Champions Cup Special","NLG","FF","DIRE","","","33.13","17 - 23"
"2104861966","01/25/16","WePlay 3 EU Qualifiers","LC","CL","RADIANT","","","33.15","32 - 13"
"2158700627","02/17/16","WePlay 3 EU Qualifiers","PD 2","TSpirit","DIRE","","","33.18","16 - 22"
"2092744852","01/20/16","WePlay 3 EU Qualifiers","WG 2","Liquid","DIRE","","","33.18","21 - 29"
"2178572793","02/25/16","WePlay 3 Americas Qualifiers","E.Wolves","Shazam","RADIANT","","","33.20","29 - 13"
"2108218114","01/27/16","MarsTV League Winter 2015 Finals","VG","Nb","RADIANT","","","33.30","22 - 24"
"2117886431","01/31/16","MarsTV League Winter 2015 Finals","EHOME","EG","RADIANT","","","33.38","25 - 12"
"2158982046","02/17/16","ESL One EU Qualifiers","NaVi","Empire","DIRE","","","33.45","10 - 29"
"2098788500","01/23/16","MarsTV League 2015 China Qualifiers","Newbee.Y","CDEC.Y 2","DIRE","LB Semifinals","3","33.45","9 - 22"
"2130581527","02/05/16","Uprise Champions Cup Special","NLG","YeS 2","RADIANT","","","33.47","27 - 15"
"2121502515","02/01/16","WePlay 3 EU Qualifiers","COOKISS","Liquid","DIRE","","","33.53","13 - 27"
"2120693224","02/01/16","WePlay 3 SEA Qualifiers","TNC","MVP Phoenix","RADIANT","","","33.58","22 - 10"
"2108168598","01/27/16","MarsTV League Winter 2015 Finals","Mineski","LGD.cn","DIRE","","","33.58","10 - 27"
"2091446921","01/20/16","MarsTV League 2015 China Qualifiers","iG","TongFu","DIRE","UB Quarterfinals","2","33.67","17 - 29"
"2110347651","01/28/16","MarsTV League Winter 2015 Finals","EG","EHOME","RADIANT","","","33.80","42 - 28"
"2107174928","01/26/16","WePlay 3 EU Qualifiers","AF  3","LC","RADIANT","","","33.87","34 - 18"
"2090075610","01/19/16","WePlay 3 SEA Qualifiers","TNC","Redeem","DIRE","","","34.00","3 - 21"
"2183961604","02/27/16","Shanghai Major Finals","coL 2","EG","DIRE","","","34.07","8 - 28"
"2113520583","01/29/16","Dota Pit League Season 4","Power Rangers","Liquid","DIRE","","","34.10","19 - 26"
"2198057551","03/04/16","Shanghai Major Finals","EG","coL 2","RADIANT","","","34.17","36 - 11"
"2192088670","03/02/16","Shanghai Major Finals","TSpirit","coL 2","DIRE","","","34.25","9 - 35"
"2176488482","02/24/16","Shanghai Major Finals","Secret","CDEC","DIRE","","","34.25","6 - 22"
"2109724816","01/27/16","MarsTV League Winter 2015 Finals","EG","VG","DIRE","","","34.50","14 - 29"
"2177741136","02/25/16","Shanghai Major Finals","EHOME","Secret","DIRE","","","34.53","6 - 17"
"2130306179","02/05/16","WePlay 3 EU Qualifiers","NaVi","Empire","RADIANT","","","34.57","37 - 28"
"2108634176","01/27/16","WePlay 3 SEA Qualifiers","XctN 2","MVP Phoenix","DIRE","","","34.63","19 - 49"
"2171668128","02/22/16","WePlay 3 Americas Qualifiers","Infamous 2","Shazam","DIRE","","","34.65","8 - 21"
"2104771119","01/25/16","Uprise Champions Cup Special","Unknown","Enso 2","DIRE","","","34.68","28 - 34"
"2130818462","02/05/16","Dota Pit League Season 4","TSpirit","LC","RADIANT","","","34.70","34 - 16"
"2135605344","02/07/16","ESL One EU Qualifiers","LC","PRIES 2","RADIANT","","","34.85","36 - 14"
"2178782204","02/25/16","Shanghai Major Finals","VG","Fnatic.MY","RADIANT","","","34.90","26 - 11"
"2104919918","01/25/16","Dota Pit League Season 4","4ASC","Liquid","DIRE","","","34.95","14 - 19"
"2198252097","03/04/16","Shanghai Major Finals","MVP Phoenix","Fnatic.MY","RADIANT","","","35.00","27 - 12"
"2171209198","02/22/16","WePlay 3 EU Qualifiers","NaVi","Power Rangers","RADIANT","","","35.02","15 - 14"
"2137441408","02/08/16","WePlay 3 SEA Qualifiers","TNC","Mineski","DIRE","","","35.13","15 - 28"
"2137885726","02/08/16","WePlay 3 EU Qualifiers","Power Rangers","TSpirit","DIRE","","","35.15","19 - 21"
"2099714590","01/23/16","Dota Pit League Season 4","CL","Vega","DIRE","","","35.17","11 - 23"
"2183947071","02/27/16","Shanghai Major Finals","Liquid","VP 2","DIRE","","","35.20","15 - 23"
"2095366171","01/21/16","Canada Cup 6","coL 2","Shazam","RADIANT","UB Semifinals","2","35.28","32 - 17"
"2199144312","03/05/16","Shanghai Major Finals","EG","MVP Phoenix","RADIANT","","","35.40","28 - 12"
"2090787426","01/19/16","WePlay 3 Americas Qualifiers","NME","Shazam","DIRE","","","35.57","12 - 31"
"2156792310","02/16/16","ProDotA Cup Americas 2","Averia","YeS 2","RADIANT","","","35.63","24 - 20"
"2093093353","01/20/16","Canada Cup 6","DC","coL 2","DIRE","UB Quarterfinals","1","35.65","9 - 21"
"2104283824","01/25/16","WePlay 3 SEA Qualifiers","SiG.Tr","Redeem","RADIANT","","","35.73","31 - 12"
"2193255935","03/02/16","Shanghai Major Finals","Secret","OG","RADIANT","","","35.77","31 - 11"
"2135992815","02/07/16","WePlay 3 EU Qualifiers","WG 2","COOKISS","DIRE","","","35.77","13 - 30"
"2109840528","01/27/16","MarsTV League Winter 2015 Finals","EG","Nb","RADIANT","","","35.87","22 - 17"
"2088511265","01/18/16","Dota Pit League Season 4","4ASC","Empire","DIRE","","","35.90","13 - 26"
"2108139739","01/27/16","MarsTV League Winter 2015 Finals","OG","TSpirit","RADIANT","","","35.95","32 - 19"
"2193524509","03/02/16","Shanghai Major Finals","Fnatic.MY","EG","DIRE","","","35.97","13 - 44"
"2165714092","02/20/16","WePlay 3 EU Qualifiers","Power Rangers","HR","DIRE","","","36.08","16 - 15"
"2116682525","01/30/16","WePlay 3 Americas Qualifiers","PoF 2","Freedom","RADIANT","","","36.13","29 - 13"
"2140742693","02/09/16","WePlay 3 Americas Qualifiers","LvT","PoF 2","DIRE","","","36.18","27 - 25"
"2096694313","01/22/16","MarsTV League 2015 China Qualifiers","Newbee.Y","CDEC","RADIANT","LB Quarterfinals","2","36.18","18 - 10"
"2108681521","01/27/16","MarsTV League Winter 2015 Finals","Secret","Mineski","RADIANT","","","36.37","29 - 17"
"2114485241","01/29/16","MarsTV League Winter 2015 Finals","VG","EG","DIRE","","","36.42","12 - 21"
"2097677596","01/22/16","WePlay 3 Americas Qualifiers","LvT","Shazam","DIRE","","","36.52","23 - 27"
"2133480057","02/06/16","ESL One Americas Qualifiers","Unknown  3","PoF 2","DIRE","","","36.55","13 - 26"
"2178661580","02/25/16","Shanghai Major Finals","TSpirit","Alliance","DIRE","","","36.57","16 - 32"
"2107660182","01/26/16","MarsTV League Winter 2015 Finals","EHOME","coL 2","RADIANT","","","36.68","25 - 21"
"2193441529","03/02/16","Shanghai Major Finals","Fnatic.MY","EG","DIRE","","","36.73","7 - 25"
"2156516128","02/16/16","WePlay 3 EU Qualifiers","Empire","TSpirit","RADIANT","","","36.87","25 - 14"
"2173132500","02/23/16","WePlay 3 SEA Qualifiers","First Departure","Mineski","DIRE","","","36.92","18 - 43"
"2145325945","02/11/16","ESL One Americas Qualifiers","E.Wolves","Shazam","RADIANT","","","36.98","22 - 17"
"2109664389","01/27/16","MarsTV League Winter 2015 Finals","VG","EG","RADIANT","","","36.98","33 - 16"
"2096247205","01/22/16","MarsTV League 2015 China Qualifiers","iG","CDEC.Y 2","DIRE","LB Quarterfinals","2","37.13","12 - 39"
"2158389130","02/17/16","WePlay 3 SEA Qualifiers","XctN 2","TNC","RADIANT","","","37.18","27 - 13"
"2159077225","02/17/16","ESL One EU Qualifiers","NaVi","Empire","DIRE","","","37.20","27 - 36"
"2147090044","02/12/16","ESL One EU Qualifiers","NaVi","AF  3","RADIANT","","","37.33","30 - 16"
"2124119461","02/02/16","WePlay 3 Americas Qualifiers","LvT","DC","DIRE","","","37.43","26 - 42"
"2092620719","01/20/16","WePlay 3 EU Qualifiers","PD 2","Empire","DIRE","","","37.53","11 - 36"
"2123791368","02/02/16","Uprise Champions Cup Special","ATN","YeS 2","DIRE","","","37.63","23 - 39"
"2191055532","03/01/16","Shanghai Major Finals","Alliance","Liquid","DIRE","","","37.68","13 - 30"
"2183857503","02/27/16","Shanghai Major Finals","VP 2","Liquid","RADIANT","","","37.75","26 - 24"
"2198359197","03/04/16","Shanghai Major Finals","Fnatic.MY","MVP Phoenix","DIRE","","","37.78","20 - 34"
"2094893308","01/21/16","Dota Pit League Season 4","FF","Power Rangers","RADIANT","","","37.80","40 - 14"
"2109829139","01/27/16","MarsTV League Winter 2015 Finals","EHOME","coL 2","RADIANT","","","37.93","40 - 25"
"2107740985","01/26/16","MarsTV League Winter 2015 Finals","VG","OG","RADIANT","","","37.93","27 - 8"
"2090238182","01/19/16","WePlay 3 EU Qualifiers","Power Rangers","Empire","DIRE","","","38.08","11 - 10"
"2093575297","01/20/16","MarsTV League 2015 China Qualifiers","CDEC.Y 2","Nb","RADIANT","UB Semifinals","1","38.13","36 - 20"
"2108392454","01/27/16","MarsTV League Winter 2015 Finals","VG","TSpirit","RADIANT","","","38.15","23 - 25"
"2107923519","01/26/16","MarsTV League Winter 2015 Finals","EHOME","LGD.cn","DIRE","","","38.25","17 - 32"
"2185060254","02/28/16","Shanghai Major Finals","Liquid","VP 2","RADIANT","","","38.32","36 - 22"
"2119048949","01/31/16","Dota Pit League Season 4","Vega","NaVi","DIRE","","","38.32","9 - 24"
"2090462299","01/19/16","Dota Pit League Season 4","Power Rangers","4ASC","DIRE","","","38.38","10 - 25"
"2114390635","01/29/16","MarsTV League Winter 2015 Finals","VG","EG","RADIANT","","","38.43","34 - 12"
"2094944727","01/21/16","WePlay 3 EU Qualifiers","NLG","CL","DIRE","","","38.45","29 - 49"
"2111759221","01/28/16","Canada Cup 6","LvT","DC","DIRE","","","38.48","15 - 24"
"2123593362","02/02/16","WePlay 3 EU Qualifiers","NaVi","Power Rangers","RADIANT","","","38.67","40 - 21"
"2109708585","01/27/16","MarsTV League Winter 2015 Finals","Secret","coL 2","RADIANT","","","38.73","37 - 19"
"2097526304","01/22/16","ProDotA Cup Americas 2","AF  3","4ASC","RADIANT","","","38.73","23 - 20"
"2143068040","02/10/16","ESL One Americas Qualifiers","NME","DC","DIRE","","","38.75","24 - 41"
"2102297463","01/24/16","ProDota 2 National Cup","Unknown","RO","DIRE","","","38.85","21 - 33"
"2161430185","02/18/16","WePlay 3 Americas Qualifiers","E.Wolves","Infamous 2","RADIANT","","","38.87","28 - 22"
"2109652802","01/27/16","MarsTV League Winter 2015 Finals","Secret","coL 2","DIRE","","","38.90","8 - 27"
"2111816681","01/28/16","Canada Cup 6","DC","Shazam","RADIANT","","","38.95","20 - 8"
"2093833326","01/21/16","MarsTV League 2015 China Qualifiers","CDEC.Y 2","Nb","DIRE","UB Semifinals","3","38.95","9 - 36"
"2111841347","01/28/16","MarsTV League Winter 2015 Finals","EG","coL 2","RADIANT","","","39.02","42 - 16"
"2144799122","02/11/16","ESL One EU Qualifiers","Empire","HR","DIRE","","","39.07","15 - 29"
"2131129958","02/05/16","Canada Cup 6","Infamous 2","coL 2","DIRE","","","39.07","28 - 34"
"2176353974","02/24/16","WePlay 3 Americas Qualifiers","NME","E.Wolves","DIRE","","","39.12","13 - 22"
"2155091523","02/15/16","ESL One Americas Qualifiers","DC","coL 2","DIRE","","","39.17","22 - 26"
"2154521505","02/15/16","ESL One EU Qualifiers","NaVi","Vega","RADIANT","","","39.27","26 - 19"
"2182047120","02/27/16","Shanghai Major Finals","OG","LGD.cn","RADIANT","","","39.37","25 - 23"
"2201019839","03/05/16","Shanghai Major Finals","Liquid","EG","RADIANT","","","39.45","13 - 19"
"2091093397","01/19/16","MarsTV League 2015 China Qualifiers","CDEC","DW","RADIANT","UB Quarterfinals","1","39.48","19 - 19"
"2099260374","01/23/16","MarsTV League 2015 China Qualifiers","TongFu","CDEC.Y 2","DIRE","LB Finals","2","39.53","23 - 32"
"2118921504","01/31/16","Dota Pit League Season 4","NaVi","Vega","RADIANT","","","39.80","22 - 18"
"2181519569","02/26/16","Shanghai Major Finals","Nb","Archon","RADIANT","","","39.98","38 - 14"
"2160938760","02/18/16","WePlay 3 EU Qualifiers","Power Rangers","Vega","DIRE","","","40.05","20 - 31"
"2194067318","03/03/16","Shanghai Major Finals","OG","VP 2","RADIANT","","","40.15","28 - 15"
"2195748703","03/03/16","Shanghai Major Finals","Secret","EG","RADIANT","","","40.18","24 - 15"
"2107876927","01/26/16","MarsTV League Winter 2015 Finals","OG","EG","RADIANT","","","40.22","27 - 20"
"2184118645","02/27/16","Shanghai Major Finals","coL 2","Liquid","DIRE","","","40.43","24 - 23"
"2145246045","02/11/16","WePlay 3 Americas Qualifiers","Infamous 2","NME","RADIANT","","","40.50","33 - 28"
"2145372581","02/11/16","ESL One Americas Qualifiers","Shazam","E.Wolves","DIRE","","","40.53","19 - 18"
"2098362817","01/22/16","MarsTV League 2015 China Qualifiers","Nb","TongFu","RADIANT","UB Finals","3","40.60","44 - 19"
"2090649997","01/19/16","WePlay 3 EU Qualifiers","AF  3","NLG","RADIANT","","","40.62","38 - 30"
"2135936884","02/07/16","Dota Pit League Season 4","99","LC","DIRE","","","40.63","18 - 28"
"2177549858","02/25/16","Shanghai Major Finals","EHOME","Secret","DIRE","","","40.67","16 - 15"
"2193321592","03/02/16","Shanghai Major Finals","OG","Secret","DIRE","","","40.72","9 - 16"
"2142527819","02/10/16","WePlay 3 EU Qualifiers","HR","TSpirit","DIRE","","","40.73","32 - 40"
"2115832770","01/30/16","MarsTV League Winter 2015 Finals","EG","LGD.cn","DIRE","","","40.73","18 - 27"
"2145062499","02/11/16","ESL One EU Qualifiers","Empire","HR","RADIANT","","","40.88","34 - 20"
"2125233972","02/03/16","WePlay 3 SEA Qualifiers","SiG.Tr","Redeem","RADIANT","","","41.03","29 - 15"
"2111546317","01/28/16","ProDotA Cup Americas 2","CHAMPLOO","FF","DIRE","","","41.12","19 - 29"
"2093339609","01/20/16","MarsTV League 2015 China Qualifiers","CDEC","TongFu","DIRE","UB Semifinals","2","41.13","9 - 19"
"2198604205","03/04/16","Shanghai Major Finals","Liquid","Secret","DIRE","","","41.40","16 - 43"
"2181080385","02/26/16","Shanghai Major Finals","Archon","OG","DIRE","","","41.52","23 - 24"
"2098572895","01/23/16","MarsTV League 2015 China Qualifiers","Newbee.Y","CDEC.Y 2","RADIANT","LB Semifinals","1","41.58","22 - 10"
"2116762024","01/30/16","WePlay 3 Americas Qualifiers","Freedom","PoF 2","RADIANT","","","41.63","28 - 10"
"2196830083","03/04/16","Shanghai Major Finals","OG","Fnatic.MY","DIRE","","","41.75","18 - 30"
"2102958495","01/24/16","WePlay 3 Americas Qualifiers","E.Wolves","LvT","DIRE","","","41.77","18 - 36"
"2107644923","01/26/16","MarsTV League Winter 2015 Finals","OG","VG","DIRE","","","41.82","13 - 27"
"2128285457","02/04/16","Dota Pit League Season 4","NaVi","TSpirit","RADIANT","","","41.88","55 - 38"
"2180068537","02/26/16","Shanghai Major Finals","Fnatic.MY","TSpirit","RADIANT","","","41.92","33 - 21"
"2183812156","02/27/16","Shanghai Major Finals","EG","coL 2","DIRE","","","41.93","18 - 31"
"2154827205","02/15/16","ESL One Americas Qualifiers","Archon","E.Wolves","DIRE","","","42.03","19 - 41"
"2158987415","02/17/16","WePlay 3 EU Qualifiers","TSpirit","FF","DIRE","","","42.05","15 - 46"
"2113367447","01/29/16","WePlay 3 EU Qualifiers","Power Rangers","Vega","DIRE","","","42.07","16 - 23"
"2107778368","01/26/16","MarsTV League Winter 2015 Finals","Secret","LGD.cn","RADIANT","","","42.17","39 - 18"
"2101299053","01/24/16","MarsTV League 2015 China Qualifiers","CDEC.Y 2","Nb","DIRE","Finals","1","42.25","8 - 20"
"2109084419","01/27/16","WePlay 3 EU Qualifiers","PD 2","Vega","DIRE","","","42.28","17 - 44"
"2118027293","01/31/16","MarsTV League Winter 2015 Finals","EG","EHOME","DIRE","","","42.55","22 - 19"
"2097352770","01/22/16","Dota Pit League Season 4","LC","CL","RADIANT","","","42.72","20 - 23"
"2092188217","01/20/16","WePlay 3 SEA Qualifiers","Mineski","XctN 2","RADIANT","","","42.73","34 - 19"
"2112310424","01/29/16","MarsTV League Winter 2015 Finals","Secret","Nb","DIRE","","","43.18","9 - 23"
"2192320439","03/02/16","Shanghai Major Finals","VP 2","VG","RADIANT","","","43.25","34 - 10"
"2181038082","02/26/16","Shanghai Major Finals","LGD.cn","Nb","RADIANT","","","43.32","34 - 16"
"2147302916","02/12/16","ESL One EU Qualifiers","AF  3","NaVi","DIRE","","","43.40","21 - 36"
"2195617106","03/03/16","Shanghai Major Finals","MVP Phoenix","Liquid","DIRE","","","43.42","19 - 33"
"2193849107","03/03/16","Shanghai Major Finals","LGD.cn","coL 2","DIRE","","","43.42","18 - 27"
"2121397355","02/01/16","Dota Pit League Season 4","NaVi","CL","RADIANT","","","43.68","33 - 11"
"2091791379","01/20/16","MarsTV League 2015 China Qualifiers","Newbee.Y","CDEC.Y 2","DIRE","UB Quarterfinals","2","44.02","18 - 34"
"2201838263","03/06/16","Shanghai Major Finals","Secret","Liquid","RADIANT","","","44.08","35 - 19"
"2133193239","02/06/16","ProDota 2 National Cup","TR 2","TeamRO","DIRE","","","44.10","16 - 38"
"2110713594","01/28/16","WePlay 3 SEA Qualifiers","XctN 2","TNC","DIRE","","","44.10","19 - 38"
"2175279003","02/24/16","WePlay 3 SEA Qualifiers","Redeem","First Departure","RADIANT","","","44.13","29 - 23"
"2109659438","01/27/16","MarsTV League Winter 2015 Finals","Nb","OG","DIRE","","","44.25","19 - 24"
"2176882495","02/24/16","Shanghai Major Finals","CDEC","EHOME","RADIANT","","","44.33","29 - 19"
"2145327791","02/11/16","WePlay 3 Americas Qualifiers","NME","PoF 2","DIRE","","","44.37","15 - 30"
"2196306427","03/04/16","Shanghai Major Finals","Alliance","coL 2","DIRE","","","44.43","14 - 24"
"2178739661","02/25/16","Shanghai Major Finals","Alliance","TSpirit","RADIANT","","","44.47","31 - 27"
"2092989575","01/20/16","Dota Pit League Season 4","Empire","HR","DIRE","","","44.65","29 - 47"
"2191243186","03/01/16","Shanghai Major Finals","Liquid","Alliance","RADIANT","","","44.70","33 - 15"
"2110583807","01/28/16","MarsTV League Winter 2015 Finals","OG","Secret","RADIANT","","","44.83","24 - 16"
"2108085999","01/27/16","MarsTV League Winter 2015 Finals","Nb","VG","RADIANT","","","44.85","21 - 15"
"2198763106","03/05/16","Shanghai Major Finals","Secret","Liquid","RADIANT","","","45.07","36 - 28"
"2165877651","02/20/16","WePlay 3 EU Qualifiers","HR","Power Rangers","DIRE","","","45.12","31 - 22"
"2184665045","02/28/16","Shanghai Major Finals","VP 2","EG","DIRE","","","45.85","33 - 31"
"2124053020","02/02/16","WePlay 3 Americas Qualifiers","E.Wolves","LvT","RADIANT","","","45.87","40 - 38"
"2178430378","02/25/16","WePlay 3 EU Qualifiers","LC","WG 2","RADIANT","","","45.95","32 - 34"
"2116835180","01/30/16","WePlay 3 Americas Qualifiers","PoF 2","Freedom","RADIANT","","","46.07","30 - 24"
"2176744667","02/24/16","Shanghai Major Finals","CDEC","EHOME","DIRE","","","46.12","31 - 46"
"2130439555","02/05/16","Dota Pit League Season 4","NaVi","LC","DIRE","","","46.20","18 - 25"
"2091999033","01/20/16","WePlay 3 SEA Qualifiers","Mineski","MVP Phoenix","RADIANT","","","46.22","29 - 20"
"2114301791","01/29/16","MarsTV League Winter 2015 Finals","VG","EG","DIRE","","","46.30","25 - 31"
"2201456363","03/05/16","Shanghai Major Finals","Liquid","Secret","DIRE","","","46.35","14 - 37"
"2196501846","03/04/16","Shanghai Major Finals","Alliance","coL 2","DIRE","","","46.42","24 - 29"
"2093179602","01/20/16","Canada Cup 6","DC","coL 2","DIRE","UB Quarterfinals","3","46.58","20 - 40"
"2181387942","02/26/16","Shanghai Major Finals","Archon","Nb","DIRE","","","46.60","23 - 29"
"2107839445","01/26/16","MarsTV League Winter 2015 Finals","Nb","TSpirit","DIRE","","","46.70","16 - 26"
"2177005584","02/25/16","Shanghai Major Finals","EHOME","CDEC","RADIANT","","","46.75","33 - 19"
"2111482275","01/28/16","WePlay 3 EU Qualifiers","NLG","COOKISS","DIRE","","","46.77","20 - 37"
"2108326859","01/27/16","MarsTV League Winter 2015 Finals","Secret","EHOME","DIRE","","","46.93","19 - 30"
"2135739482","02/07/16","ESL One EU Qualifiers","PRIES 2","LC","DIRE","","","47.75","30 - 55"
"2094393732","01/21/16","MarsTV League 2015 China Qualifiers","Newbee.Y","Way","RADIANT","LB Round of 16","1","47.78","29 - 30"
"2156238284","02/16/16","WePlay 3 SEA Qualifiers","XctN 2","SiG.Tr","RADIANT","","","48.02","24 - 39"
"2109974422","01/27/16","MarsTV League Winter 2015 Finals","Secret","coL 2","RADIANT","","","48.77","29 - 20"
"2133716745","02/06/16","ESL One Americas Qualifiers","NME","LvT","RADIANT","","","48.87","33 - 37"
"2158839768","02/17/16","WePlay 3 EU Qualifiers","HR","Empire","DIRE","","","49.05","22 - 37"
"2108173763","01/27/16","MarsTV League Winter 2015 Finals","EHOME","Secret","DIRE","","","49.20","24 - 33"
"2125994001","02/03/16","Dota Pit League Season 4","Vega","TSpirit","DIRE","","","49.22","29 - 46"
"2113655905","01/29/16","Dota Pit League Season 4","Liquid","Power Rangers","DIRE","","","49.67","37 - 48"
"2104523036","01/25/16","Uprise Champions Cup Special","Unknown","Enso 2","RADIANT","","","49.68","34 - 31"
"2133449023","02/06/16","WePlay 3 EU Qualifiers","AF  3","COOKISS","RADIANT","","","49.78","30 - 33"
"2094351415","01/21/16","WePlay 3 SEA Qualifiers","Mineski","SiG.Tr","RADIANT","","","49.98","20 - 20"
"2108944190","01/27/16","WePlay 3 EU Qualifiers","Vega","FF","RADIANT","","","50.07","35 - 38"
"2201624014","03/06/16","Shanghai Major Finals","Liquid","Secret","RADIANT","","","50.18","31 - 25"
