"Match","Date","Tournament","Radiant","Dire","Winner","Round","Game","Time","Score"
"1096720841","12/17/14","iLeague 2 China Semi Pro Qualifiers","Lyxz","DXG","RADIANT","","","25.37","37 - 4"
"1096681259","12/17/14","StarSeries XI SEA","Invasion 3","Rave","DIRE","LB Semifinals","3","58.57","31 - 32"
"1096564205","12/17/14","StarSeries XI SEA","Rave","Invasion 3","DIRE","LB Semifinals","2","54.25","22 - 35"
"1096469977","12/17/14","StarSeries XI SEA","Invasion 3","Rave","DIRE","LB Semifinals","1","42.48","21 - 26"
"1095998903","12/16/14","StarSeries XI Americas","NoT","ROOT 2","DIRE","Group Stage","1","15.82","7 - 26"
"1095930305","12/16/14","StarSeries XI Americas","LvT","Wh","RADIANT","Group Stage","1","57.72","46 - 33"
"1095924685","12/16/14","Dota Pit League 2","mouz 2","VP","DIRE","Quarterfinals","3","40.48","16 - 19"
"1095888981","12/16/14","StarSeries XI Americas","Wh","paiN","RADIANT","Group Stage","1","24.00","31 - 14"
"1095873630","12/16/14","Battle of Central Europe 3","VP 2","Lajons","RADIANT","Finals","3","49.55","41 - 31"
"1095836430","12/16/14","StarSeries XI Europe","4ASC","Power Rangers","DIRE","Group Stage","1","40.60","11 - 28"
"1095815538","12/16/14","Battle of Central Europe 3","VP 2","Lajons","DIRE","Finals","2","39.48","17 - 38"
"1095808457","12/16/14","Dota Pit League 2","VP","mouz 2","RADIANT","Quarterfinals","2","40.73","36 - 27"
"1095781374","12/16/14","StarSeries XI Americas","coL 2","paiN","RADIANT","Group Stage","1","35.38","32 - 11"
"1095762877","12/16/14","Battle of Central Europe 3","Lajons","VP 2","DIRE","Finals","1","31.17","20 - 46"
"1095746560","12/16/14","StarSeries XI Europe","Secret","4ASC","RADIANT","Group Stage","1","43.30","45 - 16"
"1095733627","12/16/14","Dota Pit League 2","mouz 2","VP","RADIANT","Quarterfinals","1","32.58","32 - 19"
"1095543818","12/16/14","StarSeries XI Europe","Secret","NiP","RADIANT","Group Stage","1","28.90","31 - 14"
"1095535918","12/16/14","D2L Season 5 Western Qualifiers","VP 2","Empire","DIRE","Finals","3","35.77","28 - 42"
"1095436845","12/16/14","D2L Season 5 Western Qualifiers","Empire","VP 2","RADIANT","Finals","2","24.23","29 - 12"
"1095384025","12/16/14","StarSeries XI Europe","HR","Lajons","DIRE","Group Stage","1","49.10","20 - 32"
"1095331693","12/16/14","StarSeries XI SEA","First Departure","Rave","RADIANT","UB Semifinals","3","43.27","33 - 27"
"1095330190","12/16/14","D2L Season 5 Western Qualifiers","VP 2","Empire","DIRE","Finals","1","29.53","12 - 20"
"1095255715","12/16/14","StarSeries XI Europe","Vega","Power Rangers","DIRE","Group Stage","1","41.73","21 - 33"
"1095227187","12/16/14","StarSeries XI SEA","Rave","First Departure","DIRE","UB Semifinals","2","34.80","14 - 19"
"1095107671","12/16/14","StarSeries XI Europe","Alliance","VP","RADIANT","Group Stage","1","51.33","37 - 35"
"1095092872","12/16/14","iLeague 2 China Pro Qualifiers","IMG","LGD.cn","DIRE","Group Stage","2","36.90","23 - 34"
"1095072354","12/16/14","StarSeries XI SEA","First Departure","Rave","DIRE","UB Semifinals","1","36.32","26 - 35"
"1094953662","12/16/14","iLeague 2 China Semi Pro Qualifiers","PG","OVB","DIRE","","","39.85","20 - 29"
"1094949376","12/16/14","iLeague 2 China Pro Qualifiers","LGD.cn","IMG","RADIANT","Group Stage","1","45.70","37 - 24"
"1094943985","12/16/14","iLeague 2 China Semi Pro Qualifiers","HF","KOB","DIRE","","","34.30","6 - 45"
"1094926787","12/16/14","iLeague 2 China Semi Pro Qualifiers","Nw","WHZX","RADIANT","","","27.70","20 - 3"
"1094821990","12/16/14","iLeague 2 China Semi Pro Qualifiers","ZjTuan","EzG","RADIANT","","","26.17","26 - 16"
"1094808796","12/16/14","iLeague 2 China Semi Pro Qualifiers","D.Y","Unknown","RADIANT","","","50.58","38 - 25"
"1094808475","12/16/14","iLeague 2 China Pro Qualifiers","Nb","DK","DIRE","Group Stage","2","37.68","13 - 30"
"1094806426","12/16/14","iLeague 2 China Semi Pro Qualifiers","1w2w 2","TB 2","DIRE","","","17.68","3 - 18"
"1094801543","12/16/14","iLeague 2 China Semi Pro Qualifiers","Unknown","2144","DIRE","","","44.38","24 - 36"
"1094798640","12/16/14","iLeague 2 China Semi Pro Qualifiers","G M","LL 2","RADIANT","","","29.20","28 - 6"
"1094792304","12/16/14","StarSeries XI SEA","MVP Phoenix","Invasion 3","RADIANT","UB Semifinals","2","34.93","46 - 22"
"1094789641","12/16/14","iLeague 2 China Semi Pro Qualifiers","TSW","Unknown","DIRE","","","36.77","18 - 37"
"1094693583","12/16/14","iLeague 2 China Pro Qualifiers","DK","Nb","DIRE","Group Stage","1","49.98","37 - 41"
"1094690194","12/16/14","iLeague 2 China Semi Pro Qualifiers","Unknown","PT.","DIRE","","","30.53","5 - 32"
"1094689178","12/16/14","StarSeries XI SEA","Invasion 3","MVP Phoenix","DIRE","UB Semifinals","1","30.40","12 - 42"
"1094687844","12/16/14","iLeague 2 China Semi Pro Qualifiers","Unknown","TC 2","RADIANT","","","40.00","48 - 16"
"1093847902","12/15/14","StarSeries XI Americas","NoT","Wh","DIRE","Group Stage","1","36.12","10 - 29"
"1093821717","12/15/14","D2L Season 5 Western Qualifiers","Nyx","Empire","DIRE","Semifinals","2","36.22","26 - 40"
"1093818353","12/15/14","StarSeries XI Europe","Alliance","Basically","DIRE","Group Stage","1","61.43","26 - 51"
"1093784573","12/15/14","StarSeries XI Americas","Wh","ROOT 2","DIRE","Group Stage","1","40.80","15 - 33"
"1093734000","12/15/14","D2L Season 5 Western Qualifiers","Empire","Nyx","RADIANT","Semifinals","1","49.68","38 - 42"
"1093641112","12/15/14","Battle of Central Europe 3","Lajons","Basically","RADIANT","LB Finals","2","48.70","51 - 41"
"1093632754","12/15/14","StarSeries XI Europe","Alliance","Secret","DIRE","Group Stage","1","36.42","9 - 21"
"1093599138","12/15/14","D2L Season 5 Western Qualifiers","mouz 2","Empire","DIRE","Quarterfinals","2","47.27","13 - 46"
"1093508328","12/15/14","Battle of Central Europe 3","Basically","Lajons","DIRE","LB Finals","1","60.80","32 - 39"
"1093503607","12/15/14","Dota Pit League 2","C9","VP 2","DIRE","Quarterfinals","2","54.15","25 - 42"
"1093499775","12/15/14","StarSeries XI Europe","Alliance","GOOMBA","RADIANT","Group Stage","1","33.12","23 - 14"
"1093422600","12/15/14","D2L Season 5 Western Qualifiers","mouz 2","Empire","DIRE","Quarterfinals","1","49.57","17 - 34"
"1093395219","12/15/14","Dota Pit League 2","VP 2","C9","RADIANT","Quarterfinals","1","36.93","44 - 26"
"1093348260","12/15/14","StarSeries XI Europe","Vega","Alliance","RADIANT","Group Stage","1","40.93","38 - 26"
"1093219385","12/15/14","StarSeries XI Europe","VP","Empire","DIRE","Group Stage","1","25.80","14 - 32"
"1093065997","12/15/14","StarSeries XI Europe","Alliance","Power Rangers","DIRE","Group Stage","1","32.80","13 - 35"
"1093017131","12/15/14","iLeague 2 China Pro Qualifiers","Bheart","SPG.NT","DIRE","Group Stage","2","26.48","14 - 29"
"1092941599","12/15/14","iLeague 2 China Semi Pro Qualifiers","Fk 2","Hzxzx","RADIANT","","","52.50","51 - 46"
"1092935767","12/15/14","iLeague 2 China Semi Pro Qualifiers","SK 2","CWL","RADIANT","","","43.53","35 - 24"
"1092926133","12/15/14","iLeague 2 China Pro Qualifiers","SPG.NT","Bheart","RADIANT","Group Stage","1","27.13","36 - 17"
"1092923210","12/15/14","iLeague 2 China Semi Pro Qualifiers","Unknown","F.Soul","DIRE","","","33.72","18 - 36"
"1092918637","12/15/14","iLeague 2 China Semi Pro Qualifiers","D 6","SDU TUFC","RADIANT","","","42.30","42 - 17"
"1092810778","12/15/14","iLeague 2 China Semi Pro Qualifiers","WDC","AbcbA","RADIANT","","","34.87","47 - 17"
"1092806817","12/15/14","iLeague 2 China Pro Qualifiers","Bheart","DK","DIRE","Group Stage","2","41.47","16 - 36"
"1092804558","12/15/14","iLeague 2 China Semi Pro Qualifiers","MuLan","BC","RADIANT","","","20.02","20 - 1"
"1092800203","12/15/14","iLeague 2 China Semi Pro Qualifiers","TNB","Sakura","DIRE","","","32.38","14 - 26"
"1092798432","12/15/14","iLeague 2 China Semi Pro Qualifiers","Unknown","Unknown","RADIANT","","","25.92","31 - 17"
"1092762500","12/15/14","iLeague 2 China Semi Pro Qualifiers","TuF","Dnw","RADIANT","","","23.83","31 - 7"
"1092697263","12/15/14","iLeague 2 China Semi Pro Qualifiers","MRI","Ouster","DIRE","","","35.93","15 - 25"
"1092697138","12/15/14","iLeague 2 China Pro Qualifiers","DK","Bheart","RADIANT","Group Stage","1","46.17","29 - 11"
"1092696947","12/15/14","iLeague 2 China Semi Pro Qualifiers","c4w","RP","DIRE","","","33.62","15 - 33"
"1092692624","12/15/14","iLeague 2 China Semi Pro Qualifiers","DDUP","DG","DIRE","","","16.82","3 - 33"
"1091949724","12/14/14","StarSeries XI Americas","coL 2","ROOT 2","DIRE","Group Stage","1","35.37","13 - 26"
"1091927657","12/14/14","Esportal Invitational 1","VP 2","Empire","DIRE","Finals","5","34.03","13 - 22"
"1091880223","12/14/14","StarSeries XI Americas","EHUG","Wh","RADIANT","Group Stage","1","34.92","25 - 10"
"1091858531","12/14/14","Esportal Invitational 1","VP 2","Empire","DIRE","Finals","4","45.10","27 - 31"
"1091808599","12/14/14","StarSeries XI Americas","EHUG","ROOT 2","RADIANT","Group Stage","1","20.53","17 - 5"
"1091801064","12/14/14","Esportal Invitational 1","Empire","VP 2","RADIANT","Finals","3","35.53","34 - 36"
"1091706385","12/14/14","Esportal Invitational 1","VP 2","Empire","RADIANT","Finals","2","47.58","40 - 27"
"1091657378","12/14/14","StarSeries XI Europe","Vega","Lajons","RADIANT","Group Stage","1","48.58","55 - 28"
"1091609828","12/14/14","Esportal Invitational 1","Empire","VP 2","DIRE","Finals","1","41.82","16 - 53"
"1091534977","12/14/14","StarSeries XI Europe","Alliance","HR","DIRE","Group Stage","1","48.53","29 - 40"
"1091409297","12/14/14","StarSeries XI Europe","Basically","Empire","RADIANT","Group Stage","1","44.02","45 - 29"
"1091215109","12/14/14","StarSeries XI Europe","Empire","mYi","DIRE","Group Stage","1","71.93","27 - 41"
"1091042017","12/14/14","StarSeries XI Europe","VP","mYi","RADIANT","Group Stage","1","28.35","26 - 11"
"1090753293","12/14/14","iLeague 2 SEA Qualifiers","MVP Phoenix","Rave","RADIANT","Finals","2","46.65","33 - 29"
"1090622811","12/14/14","iLeague 2 SEA Qualifiers","Rave","MVP Phoenix","DIRE","Finals","1","38.32","22 - 35"
"1090448345","12/14/14","StarSeries XI China","CDEC","VG","RADIANT","LB Finals","2","34.93","57 - 20"
"1090364303","12/14/14","StarSeries XI China","VG","CDEC","DIRE","LB Finals","1","19.20","10 - 22"
"1090163738","12/13/14","KDL Season 4","PKF","MVP Phoenix","DIRE","Semifinals","2","71.03","58 - 57"
"1089931685","12/13/14","KDL Season 4","MVP Phoenix","PKF","RADIANT","Semifinals","1","29.88","37 - 15"
"1089628102","12/13/14","StarSeries XI Americas","EHUG","NoT","RADIANT","Group Stage","1","42.45","47 - 40"
"1089585857","12/13/14","StarSeries XI Americas","NoT","coL 2","DIRE","Group Stage","1","48.15","12 - 40"
"1089462828","12/13/14","Esportal Invitational 1","mYi","Empire","DIRE","Semifinals","2","47.35","23 - 41"
"1089423511","12/13/14","Dota Pit League 2","Denial  3","mouz 2","DIRE","Round of 16","2","40.93","17 - 40"
"1089374342","12/13/14","Esportal Invitational 1","Empire","mYi","RADIANT","Semifinals","1","38.60","39 - 30"
"1089298253","12/13/14","Dota Pit League 2","mouz 2","Denial  3","RADIANT","Round of 16","1","40.80","24 - 20"
"1089106237","12/13/14","StarSeries XI Europe","Basically","NaVi","DIRE","Group Stage","1","42.67","18 - 33"
"1088923802","12/13/14","StarSeries XI Europe","Basically","4ASC","DIRE","Group Stage","1","61.02","40 - 36"
"1088692129","12/13/14","StarSeries XI Europe","VP","Power Rangers","DIRE","Group Stage","1","61.63","24 - 36"
"1088664682","12/13/14","iLeague 2 SEA Qualifiers","Invasion 3","Rave","DIRE","Semifinals","2","41.55","12 - 31"
"1088498989","12/13/14","StarSeries XI Europe","VP","Basically","RADIANT","Group Stage","1","26.68","37 - 10"
"1088489751","12/13/14","iLeague 2 SEA Qualifiers","Rave","Invasion 3","RADIANT","Semifinals","1","45.97","24 - 21"
"1088396113","12/13/14","StarSeries XI China","CDEC","iG","DIRE","UB Finals","2","13.32","6 - 15"
"1088169596","12/13/14","iLeague 2 SEA Qualifiers","Genysis","MVP Phoenix","DIRE","Semifinals","2","44.42","26 - 43"
"1088145568","12/13/14","StarSeries XI China","iG","CDEC","RADIANT","UB Finals","1","76.05","26 - 20"
"1088077315","12/13/14","iLeague 2 SEA Qualifiers","MVP Phoenix","Genysis","RADIANT","Semifinals","1","22.17","22 - 11"
"1087966730","12/13/14","StarSeries XI China","VG","LGD.cn","RADIANT","LB Semifinals","3","24.23","21 - 10"
"1087846900","12/13/14","StarSeries XI China","LGD.cn","VG","DIRE","LB Semifinals","2","36.58","28 - 39"
"1087732763","12/13/14","StarSeries XI China","VG","LGD.cn","DIRE","LB Semifinals","1","40.95","18 - 43"
"1086960480","12/12/14","StarSeries XI Europe","VP","GOOMBA","RADIANT","Group Stage","1","42.35","36 - 24"
"1086903431","12/12/14","StarSeries XI Americas","coL 2","Wh","DIRE","Group Stage","1","33.17","11 - 27"
"1086883471","12/12/14","StarSeries XI Europe","Alliance","Lajons","DIRE","Group Stage","1","29.82","21 - 23"
"1086751754","12/12/14","StarSeries XI Europe","Alliance","4ASC","RADIANT","Group Stage","1","42.10","19 - 12"
"1086637939","12/12/14","Esportal Invitational 1","mYi","VP","RADIANT","Quarterfinals","2","61.77","35 - 44"
"1086622067","12/12/14","StarSeries XI Europe","GOOMBA","Power Rangers","DIRE","Group Stage","1","36.22","20 - 30"
"1086467432","12/12/14","Esportal Invitational 1","VP","mYi","DIRE","Quarterfinals","1","17.27","1 - 15"
"1086436618","12/12/14","StarSeries XI Europe","HR","4ASC","RADIANT","Group Stage","1","42.28","25 - 18"
"1086302068","12/12/14","StarSeries XI Europe","NEXT.kz","NiP","RADIANT","Group Stage","1","41.08","35 - 23"
"1086300539","12/12/14","iLeague 2 SEA Qualifiers","UDMN.R","Invasion 3","DIRE","Quarterfinals","2","58.12","40 - 38"
"1086293003","12/12/14","StarSeries XI SEA","Rave","MVP Phoenix","DIRE","Group Stage","1","42.45","22 - 39"
"1086272948","12/12/14","Esportal Invitational 1","Alliance","VP 2","DIRE","Semifinals","3","51.28","27 - 46"
"1086099288","12/12/14","Esportal Invitational 1","VP 2","Alliance","RADIANT","Semifinals","2","46.58","38 - 23"
"1086094645","12/12/14","StarSeries XI Europe","HR","mYi","RADIANT","Group Stage","1","29.05","35 - 16"
"1086083711","12/12/14","iLeague 2 SEA Qualifiers","Invasion 3","UDMN.R","RADIANT","Quarterfinals","1","61.23","41 - 29"
"1085948456","12/12/14","Esportal Invitational 1","Alliance","VP 2","RADIANT","Semifinals","1","40.43","30 - 24"
"1085927552","12/12/14","iLeague 2 SEA Qualifiers","First Departure","Rave","DIRE","Quarterfinals","2","36.70","23 - 35"
"1085902397","12/12/14","StarSeries XI SEA","MVP Phoenix","Insid Idol","DIRE","Group Stage","1","35.62","21 - 47"
"1085876984","12/12/14","StarSeries XI China","iG","LGD.cn","RADIANT","UB Semifinals","2","58.47","28 - 20"
"1085769527","12/12/14","iLeague 2 SEA Qualifiers","Rave","First Departure","RADIANT","Quarterfinals","1","46.72","33 - 15"
"1085758377","12/12/14","StarSeries XI China","LGD.cn","iG","DIRE","UB Semifinals","1","35.48","12 - 19"
"1085741062","12/12/14","StarSeries XI SEA","Fnatic.MY","MVP Phoenix","RADIANT","Group Stage","1","25.08","31 - 9"
"1085541357","12/12/14","StarSeries XI China","CDEC","VG","RADIANT","UB Semifinals","2","34.98","33 - 21"
"1085449848","12/12/14","StarSeries XI China","VG","CDEC","DIRE","UB Semifinals","1","40.03","24 - 46"
"1084997588","12/11/14","StarSeries XI Americas","Wh","Nyx","DIRE","Group Stage","1","43.25","20 - 31"
"1084856030","12/11/14","Battle of Central Europe 3","HR","VP 2","RADIANT","UB Finals","3","32.12","28 - 15"
"1084799918","12/11/14","Battle of Central Europe 3","HR","VP 2","RADIANT","UB Finals","2","28.15","31 - 5"
"1084795947","12/11/14","Dota Pit League 2","coL 2","C9","DIRE","Round of 16","2","56.17","27 - 42"
"1084762774","12/11/14","StarSeries XI Europe","NaVi","Lajons","DIRE","Group Stage","1","47.78","22 - 33"
"1084715138","12/11/14","Battle of Central Europe 3","VP 2","HR","RADIANT","UB Finals","1","39.20","37 - 14"
"1084699364","12/11/14","Dota Pit League 2","C9","coL 2","RADIANT","Round of 16","1","53.95","45 - 31"
"1084657194","12/11/14","StarSeries XI Europe","4ASC","NaVi","DIRE","Group Stage","1","17.77","6 - 13"
"1084620572","12/11/14","Esportal Invitational 1","VP 2","BBC","RADIANT","Quarterfinals","2","31.02","31 - 13"
"1084571354","12/11/14","StarSeries XI Europe","Alliance","Empire","DIRE","Group Stage","1","25.68","15 - 35"
"1084489567","12/11/14","Esportal Invitational 1","BBC","VP 2","DIRE","Quarterfinals","1","50.33","33 - 45"
"1084335575","12/11/14","Esportal Invitational 1","Alliance","4FC","RADIANT","Quarterfinals","3","48.03","45 - 27"
"1084263110","12/11/14","iLeague 2 SEA Qualifiers","MVP Phoenix","Arcanys","RADIANT","Quarterfinals","2","30.98","46 - 17"
"1084242144","12/11/14","StarSeries XI Europe","NEXT.kz","VP 2","DIRE","Group Stage","1","61.70","33 - 60"
"1084156211","12/11/14","iLeague 2 SEA Qualifiers","Arcanys","MVP Phoenix","DIRE","Quarterfinals","1","31.65","16 - 33"
"1084140725","12/11/14","Esportal Invitational 1","4FC","Alliance","DIRE","Quarterfinals","2","61.82","37 - 29"
"1084102687","12/11/14","StarSeries XI China","Team HGT","iG","DIRE","Group Stage","1","50.40","26 - 30"
"1084085593","12/11/14","StarSeries XI Europe","VP","HR","DIRE","Group Stage","1","30.00","8 - 31"
"1083986533","12/11/14","iLeague 2 SEA Qualifiers","G Guard","Genysis","DIRE","Quarterfinals","3","60.03","30 - 23"
"1083952404","12/11/14","Esportal Invitational 1","Alliance","4FC","DIRE","Quarterfinals","1","61.33","27 - 42"
"1083902538","12/11/14","StarSeries XI China","LGD.cn","LaiG","RADIANT","Group Stage","1","55.27","27 - 30"
"1083888797","12/11/14","StarSeries XI SEA","Cant Say","MVP Phoenix","DIRE","Group Stage","1","20.07","6 - 13"
"1083863824","12/11/14","iLeague 2 SEA Qualifiers","Genysis","G Guard","DIRE","Quarterfinals","2","42.05","19 - 31"
"1083778331","12/11/14","StarSeries XI SEA","First Departure","MVP Phoenix","DIRE","Group Stage","1","16.90","13 - 28"
"1083759857","12/11/14","StarSeries XI China","iG","SPG.NT","RADIANT","Group Stage","1","52.65","30 - 21"
"1083727314","12/11/14","iLeague 2 SEA Qualifiers","G Guard","Genysis","DIRE","Quarterfinals","1","45.03","19 - 21"
"1083643986","12/11/14","StarSeries XI China","LGD.cn","IMG","DIRE","Group Stage","1","42.33","23 - 34"
"1083641057","12/11/14","StarSeries XI SEA","Invasion 3","MVP Phoenix","RADIANT","Group Stage","1","43.20","41 - 32"
"1082895980","12/10/14","Battle of Central Europe 3","aShock","Denial  3","RADIANT","LB Semifinals","2","38.97","45 - 31"
"1082833652","12/10/14","Battle of Central Europe 3","Denial  3","aShock","DIRE","LB Semifinals","1","45.92","29 - 36"
"1082719706","12/10/14","StarSeries XI Europe","VP 2","C9","RADIANT","Group Stage","1","122.60","90 - 65"
"1082592628","12/10/14","StarSeries XI Europe","NaVi","HR","RADIANT","Group Stage","1","33.18","39 - 13"
"1082544955","12/10/14","Esportal Invitational 1","Power Rangers","Empire","DIRE","Quarterfinals","2","17.87","6 - 26"
"1082463741","12/10/14","Esportal Invitational 1","Empire","Power Rangers","RADIANT","Quarterfinals","1","25.03","35 - 18"
"1082440239","12/10/14","iLeague 2 SEA Qualifiers","Invasion 3","SiG.Tr","RADIANT","Round of 16","3","24.53","32 - 10"
"1082438227","12/10/14","StarSeries XI Europe","4ASC","VP","RADIANT","Group Stage","1","71.43","49 - 42"
"1082356807","12/10/14","iLeague 2 SEA Qualifiers","Rave","TPSIAPA","RADIANT","Round of 16","3","32.08","31 - 13"
"1082325492","12/10/14","iLeague 2 SEA Qualifiers","Awake","UDMN.R","DIRE","Round of 16","2","26.00","11 - 29"
"1082312411","12/10/14","iLeague 2 SEA Qualifiers","SiG.Tr","Invasion 3","DIRE","Round of 16","2","45.05","18 - 28"
"1082293337","12/10/14","StarSeries XI Europe","NEXT.kz","Empire","DIRE","Group Stage","1","36.38","14 - 23"
"1082260242","12/10/14","iLeague 2 SEA Qualifiers","First Departure","Cant Say","RADIANT","Round of 16","3","43.32","37 - 27"
"1082256163","12/10/14","iLeague 2 SEA Qualifiers","TPSIAPA","Rave","RADIANT","Round of 16","2","34.67","27 - 15"
"1082229628","12/10/14","StarSeries XI China","LGD.cn","iG","DIRE","Group Stage","1","31.88","18 - 32"
"1082162486","12/10/14","iLeague 2 SEA Qualifiers","Invasion 3","SiG.Tr","DIRE","Round of 16","1","53.38","19 - 48"
"1082161553","12/10/14","iLeague 2 SEA Qualifiers","UDMN.R","Awake","RADIANT","Round of 16","1","55.43","35 - 30"
"1082157535","12/10/14","iLeague 2 SEA Qualifiers","Rave","TPSIAPA","RADIANT","Round of 16","1","30.85","22 - 15"
"1082129576","12/10/14","StarSeries XI Europe","VP","NEXT.kz","RADIANT","Group Stage","1","35.60","34 - 28"
"1082116528","12/10/14","iLeague 2 SEA Qualifiers","Cant Say","First Departure","DIRE","Round of 16","2","43.22","12 - 42"
"1082059110","12/10/14","StarSeries XI China","IMG","LaiG","RADIANT","Group Stage","1","47.30","32 - 20"
"1082019983","12/10/14","iLeague 2 SEA Qualifiers","First Departure","Cant Say","DIRE","Round of 16","1","25.58","14 - 34"
"1081971772","12/10/14","iLeague 2 SEA Qualifiers","Genysis","MVP HOT6","RADIANT","Round of 16","3","33.22","39 - 14"
"1081913969","12/10/14","StarSeries XI China","VG","LGD.cn","RADIANT","Group Stage","1","30.53","34 - 25"
"1081887179","12/10/14","iLeague 2 SEA Qualifiers","Arcanys","RB","RADIANT","Round of 16","2","29.58","25 - 25"
"1081875890","12/10/14","iLeague 2 SEA Qualifiers","IAP","MVP Phoenix","DIRE","Round of 16","2","32.48","28 - 42"
"1081873907","12/10/14","iLeague 2 SEA Qualifiers","MVP HOT6","Genysis","DIRE","Round of 16","2","29.02","8 - 23"
"1081787579","12/10/14","iLeague 2 SEA Qualifiers","Genysis","MVP HOT6","DIRE","Round of 16","1","28.95","15 - 24"
"1081781362","12/10/14","iLeague 2 SEA Qualifiers","RB","Arcanys","DIRE","Round of 16","1","40.65","19 - 39"
"1081779848","12/10/14","iLeague 2 SEA Qualifiers","MVP Phoenix","IAP","RADIANT","Round of 16","1","29.53","40 - 25"
"1081727602","12/10/14","StarSeries XI China","VG","iG","RADIANT","Group Stage","1","73.03","45 - 54"
"1080800861","12/09/14","StarSeries XI Europe","Alliance","NiP","DIRE","Group Stage","1","35.73","39 - 41"
"1080527195","12/09/14","Battle of Central Europe 3","Lajons","Vega","RADIANT","LB Semifinals","2","32.80","33 - 26"
"1080425668","12/09/14","Battle of Central Europe 3","Vega","Lajons","DIRE","LB Semifinals","1","29.50","18 - 40"
"1080390118","12/09/14","StarSeries XI Europe","VP 2","NiP","RADIANT","Group Stage","1","27.17","49 - 6"
"1080234655","12/09/14","StarSeries XI Europe","VP","Vega","RADIANT","Group Stage","1","46.37","38 - 34"
"1080212127","12/09/14","StarSeries XI China","iG","IMG","RADIANT","Group Stage","1","26.12","30 - 15"
"1080183535","12/09/14","iLeague 2 SEA Qualifiers","Eury","Awake","DIRE","","","63.88","31 - 30"
"1080182722","12/09/14","StarSeries XI SEA","SiG.Tr","Insid Idol","RADIANT","Group Stage","1","33.90","24 - 13"
"1080070612","12/09/14","iLeague 2 SEA Qualifiers","Aces","UDMN.R","DIRE","","","40.90","11 - 38"
"1080042888","12/09/14","StarSeries XI China","SPG.NT","Team HGT","DIRE","Group Stage","1","55.12","23 - 30"
"1080030180","12/09/14","iLeague 2 SEA Qualifiers","KOTH","Genysis","DIRE","","","39.52","16 - 35"
"1079991246","12/09/14","StarSeries XI SEA","MVP Phoenix","IAP","RADIANT","Group Stage","1","50.48","44 - 45"
"1079981720","12/09/14","iLeague 2 SEA Qualifiers","Arcanys","Insid Idol","RADIANT","","","30.35","23 - 19"
"1079973666","12/09/14","iLeague 2 SEA Qualifiers","Eury","Sky","RADIANT","","","50.02","31 - 32"
"1079968032","12/09/14","iLeague 2 SEA Qualifiers","RB","PRT","RADIANT","","","33.58","46 - 18"
"1079955772","12/09/14","iLeague 2 SEA Qualifiers","Aces","Kaze","RADIANT","","","19.63","43 - 6"
