"Match","Date","Tournament","Radiant","Dire","Winner","Round","Game","Time","Score"
"1079892493","12/09/14","iLeague 2 SEA Qualifiers","G8","Genysis","DIRE","","","29.45","9 - 30"
"1079866783","12/09/14","StarSeries XI China","LaiG","iG","RADIANT","Group Stage","1","62.27","39 - 27"
"1079865539","12/09/14","StarSeries XI SEA","G Guard","MVP Phoenix","DIRE","Group Stage","1","46.43","33 - 47"
"1079853154","12/09/14","iLeague 2 SEA Qualifiers","PRT","MyNG","RADIANT","","","28.85","21 - 10"
"1079848539","12/09/14","iLeague 2 SEA Qualifiers","kanon","TPSIAPA","DIRE","","","30.82","27 - 50"
"1079843763","12/09/14","iLeague 2 SEA Qualifiers","RB","1mT","RADIANT","","","21.07","34 - 4"
"1079789735","12/09/14","StarSeries XI SEA","SiG.Tr","MVP Phoenix","DIRE","Group Stage","1","36.13","18 - 45"
"1079758571","12/09/14","StarSeries XI China","LGD.cn","SPG.NT","RADIANT","Group Stage","1","26.53","21 - 11"
"1079669663","12/09/14","StarSeries XI SEA","SiG.Tr","IAP","RADIANT","Group Stage","1","54.27","33 - 25"
"1078971358","12/08/14","Battle of Central Europe 3","AS","Lajons","DIRE","LB Quarterfinals","3","23.02","9 - 22"
"1078894191","12/08/14","Battle of Central Europe 3","Lajons","AS","RADIANT","LB Quarterfinals","2","44.62","33 - 26"
"1078820621","12/08/14","Battle of Central Europe 3","AS","Lajons","RADIANT","LB Quarterfinals","1","27.47","26 - 11"
"1078684108","12/08/14","Battle of Central Europe 3","Denial  3","mYi","RADIANT","LB Quarterfinals","2","56.05","31 - 21"
"1078563808","12/08/14","Battle of Central Europe 3","mYi","Denial  3","DIRE","LB Quarterfinals","1","54.65","16 - 29"
"1078270396","12/08/14","StarSeries XI China","IMG","SPG.NT","RADIANT","Group Stage","1","38.92","34 - 26"
"1078098098","12/08/14","StarSeries XI China","iG","CDEC","DIRE","Group Stage","1","42.05","15 - 41"
"1077912148","12/08/14","StarSeries XI China","Team HGT","LGD.cn","DIRE","Group Stage","1","60.42","39 - 32"
"1077779541","12/08/14","StarSeries XI China","LaiG","SPG.NT","RADIANT","Group Stage","1","39.37","38 - 28"
"1077285418","12/07/14","The Summit 2 Finals","VG","C9","RADIANT","Finals","4","42.37","45 - 18"
"1077210958","12/07/14","The Summit 2 Finals","VG","C9","DIRE","Finals","3","61.02","30 - 28"
"1077138967","12/07/14","The Summit 2 Finals","VG","C9","RADIANT","Finals","2","59.72","31 - 33"
"1077088537","12/07/14","The Summit 2 Finals","VG","C9","RADIANT","Finals","1","32.55","18 - 18"
"1076970925","12/07/14","Battle of Central Europe 3","BBC","AS","DIRE","LB Round of 16","3","47.25","20 - 32"
"1076909503","12/07/14","The Summit 2 Finals","Secret","EG","RADIANT","Consolation Game  Finals","3","33.45","17 - 18"
"1076905223","12/07/14","Battle of Central Europe 3","AS","BBC","RADIANT","LB Round of 16","2","30.62","19 - 8"
"1076842189","12/07/14","The Summit 2 Finals","EG","Secret","DIRE","Consolation Game  Finals","2","22.90","7 - 16"
"1076790138","12/07/14","Battle of Central Europe 3","BBC","AS","RADIANT","LB Round of 16","1","54.12","25 - 34"
"1076708742","12/07/14","The Summit 2 Finals","Secret","EG","RADIANT","Consolation Game  Finals","1","49.63","30 - 33"
"1076692596","12/07/14","Yard Red Festival","HR","VP 2","DIRE","Grand  Finals","2","46.67","41 - 46"
"1076616472","12/07/14","Battle of Central Europe 3","Denial  3","CCK","RADIANT","LB Round of 16","3","47.12","51 - 24"
"1076565193","12/07/14","Yard Red Festival","VP 2","HR","RADIANT","Grand  Finals","1","44.77","39 - 4"
"1076525768","12/07/14","Battle of Central Europe 3","CCK","Denial  3","DIRE","LB Round of 16","2","33.40","22 - 31"
"1076426069","12/07/14","iLeague 2 Europe Qualifiers","VP","Power Rangers","RADIANT","","","20.87","25 - 7"
"1076423709","12/07/14","Battle of Central Europe 3","Denial  3","CCK","DIRE","LB Round of 16","1","32.93","19 - 27"
"1076340494","12/07/14","iLeague 2 Europe Qualifiers","Power Rangers","VP","DIRE","","","16.97","13 - 23"
"1076197895","12/07/14","iLeague 2 Europe Qualifiers","VP","Power Rangers","DIRE","","","38.25","11 - 33"
"1075983159","12/07/14","iLeague 2 Europe Qualifiers","VP","Denial  3","RADIANT","","","55.35","55 - 37"
"1075836892","12/07/14","iLeague 2 Europe Qualifiers","Denial  3","VP","RADIANT","","","45.75","44 - 40"
"1075747107","12/07/14","iLeague 2 Europe Qualifiers","VP","Denial  3","RADIANT","","","17.37","16 - 7"
"1075072770","12/06/14","The Summit 2 Finals","VG","Secret","RADIANT","Semifinals","5","25.50","37 - 9"
"1075046956","12/06/14","KDL Season 4","Zephyr","MVP Phoenix","DIRE","Quarterfinals","2","40.37","29 - 42"
"1074982748","12/06/14","KDL Season 4","MVP Phoenix","Zephyr","RADIANT","Quarterfinals","1","24.42","22 - 21"
"1074945493","12/06/14","The Summit 2 Finals","VG","Secret","DIRE","Semifinals","4","53.58","31 - 23"
"1074852170","12/06/14","The Summit 2 Finals","Secret","VG","RADIANT","Semifinals","3","54.95","24 - 14"
"1074779457","12/06/14","The Summit 2 Finals","VG","Secret","RADIANT","Semifinals","2","36.70","34 - 12"
"1074664017","12/06/14","The Summit 2 Finals","Secret","VG","DIRE","Semifinals","1","60.20","24 - 31"
"1074502655","12/06/14","The Summit 2 Finals","C9","EG","RADIANT","Semifinals","5","71.80","44 - 29"
"1074417132","12/06/14","The Summit 2 Finals","C9","EG","DIRE","Semifinals","4","29.92","11 - 24"
"1074303492","12/06/14","The Summit 2 Finals","EG","C9","RADIANT","Semifinals","3","40.52","24 - 21"
"1074201584","12/06/14","The Summit 2 Finals","EG","C9","DIRE","Semifinals","2","27.17","18 - 22"
"1074089346","12/06/14","The Summit 2 Finals","C9","EG","RADIANT","Semifinals","1","25.83","19 - 10"
"1073742348","12/06/14","iLeague 2 Europe Qualifiers","Power Rangers","BBC","RADIANT","","","39.78","38 - 25"
"1073560352","12/06/14","iLeague 2 Europe Qualifiers","BBC","Power Rangers","DIRE","","","45.78","32 - 46"
"1073308028","12/06/14","iLeague 2 Europe Qualifiers","Lajons","HR","DIRE","","","46.37","17 - 45"
"1073168845","12/06/14","iLeague 2 Europe Qualifiers","HR","Lajons","DIRE","","","34.20","14 - 29"
"1073067549","12/06/14","iLeague 2 Europe Qualifiers","Lajons","HR","DIRE","","","15.63","0 - 14"
"1072163635","12/05/14","The Summit 2 Finals","mouz 2","VG","DIRE","Quarterfinals","4","26.97","5 - 21"
"1072096328","12/05/14","The Summit 2 Finals","VG","mouz 2","RADIANT","Quarterfinals","3","43.42","38 - 12"
"1072084753","12/05/14","Battle of America 2","Wh","coL 2","RADIANT","Finals","4","32.38","26 - 11"
"1072036663","12/05/14","The Summit 2 Finals","VG","mouz 2","RADIANT","Quarterfinals","2","37.15","42 - 16"
"1072015230","12/05/14","Battle of America 2","coL 2","Wh","RADIANT","Finals","3","57.12","42 - 30"
"1071972546","12/05/14","The Summit 2 Finals","mouz 2","VG","RADIANT","Quarterfinals","1","31.98","19 - 10"
"1071962898","12/05/14","Battle of America 2","Wh","coL 2","RADIANT","Finals","2","30.65","19 - 12"
"1071887960","12/05/14","Battle of America 2","coL 2","Wh","DIRE","Finals","1","38.18","14 - 33"
"1071784093","12/05/14","Battle of Central Europe 3","HR","aShock","RADIANT","UB Semifinals","3","74.65","50 - 49"
"1071770873","12/05/14","The Summit 2 Finals","NoT","EG","DIRE","Quarterfinals","3","34.03","14 - 43"
"1071640318","12/05/14","The Summit 2 Finals","NoT","EG","DIRE","Quarterfinals","2","40.47","16 - 39"
